golden_id,customer_message,assigned_intent,assigned_intent_signal_count,strongest_signal_intent,strongest_signal_count,top_signal_2,top_signal_2_count,matched_keywords,audit_flag,audit_reason
157,My @115858 AirPods are three stories away and nowhere near my ears. Why does my phone keep directing audio to them? I’m tired of this crap.,app_service_issue,0,apple_music_media,1,,0,audio,OK,no_strong_conflict_detected
158,and @AppleSupport why does my phone always autocorrect “i” to I️ ?????? #fixit,purchase_store_refund,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
159,@AppleSupport IOS 11.0.3,account_security,0,software_update,1,app_service_issue,1,ios 11,OK,no_strong_conflict_detected
160,@AppleSupport The encryption password is forgotten.,how_to_settings,0,account_security,3,app_service_issue,1,apple id; password; locked out,HIGH_REVIEW,assigned=how_to_settings; stronger_signal=account_security
161,Anyone else has the issue with their #iphone where “i” gets replaced with a question mark box? Can @115858 help a woman out 😭,device_troubleshooting,0,,0,,0,,REVIEW,no_signal_detected
162,"@AppleSupport 11.0.3 and I have the 6S, it’s just very odd. All these things are in the control panel and they turn on or off by themselves",software_update,0,connectivity,2,apple_music_media,1,wifi; bluetooth,HIGH_REVIEW,assigned=software_update; stronger_signal=connectivity
163,Why does my battery on my iPhone 6 drain rapidly now since I did the latest update @AppleSupport ! Not happy that iphone is not reliable,battery_power,1,battery_power,1,app_service_issue,1,battery,OK,no_strong_conflict_detected
164,@AppleSupport Do Not Disturb While Driving doesn’t recognize my car Bluetooth as a vehicle. Anything I can do to change that?,connectivity,1,connectivity,1,app_service_issue,1,bluetooth,OK,no_strong_conflict_detected
165,@AppleSupport Un proceso que debería ser automático tarda como mínimo 5 días hábiles. Sorprendido que un proceso así no sea automático y lo reciba en el mismo momento. La tecnología parece que no ha llegado a la atención al cliente. Tan importante debería ser la venta como la postventa,general_or_insufficient_context,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
166,@AppleSupport I hate you for that. But yea I have restarted my iPhone,apple_music_media,0,connectivity,1,app_service_issue,1,wifi,OK,no_strong_conflict_detected
167,@AppleSupport this is done when the phone is idle.,app_service_issue,1,software_update,2,app_service_issue,1,ios 10; ios 11,OK,no_strong_conflict_detected
168,@AppleSupport @124423 New watch update this week yet this issue is still not resolved? Any updates on a fix?,purchase_store_refund,0,software_update,1,app_service_issue,1,ios 11,OK,no_strong_conflict_detected
169,@AppleSupport how you gonna just not answer calls all day? Horrible service.,account_security,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
170,@AppleSupport Thank you. That's great. Is there anyway to check that the back up is still there? As whoever took my phone gained access to my email acct and removed my device from find my iPhone before I could erase my device. Or will the backup be safe?,how_to_settings,1,account_security,3,app_service_issue,1,apple id; icloud; password,HIGH_REVIEW,assigned=how_to_settings; stronger_signal=account_security
171,@AppleSupport Thank you 😌,general_or_insufficient_context,0,app_service_issue,1,how_to_settings,1,app,OK,no_strong_conflict_detected
172,@115858 hey that error with that “I” has to go. Please fix. Thank you! Long time customer 😎✊🏾,device_troubleshooting,0,,0,,0,,REVIEW,no_signal_detected
173,@AppleSupport my iPhone 7 is messed up with the new iOS 11 upgrade you provided. Calls go to voicemail directly . Fix this ASAP 😡😡😡😡,software_update,1,software_update,1,app_service_issue,1,ios 11,OK,no_strong_conflict_detected
174,@AppleSupport Absolutely 👌,general_or_insufficient_context,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
175,"Dear @115858, before updating to iOS 11 I never ran out of battery on my iPhone, now after updating I run out of battery every other week.",battery_power,1,software_update,1,battery_power,1,ios 11,OK,no_strong_conflict_detected
176,@AppleSupport my phone is totally frozen. Won't respond to any touch. Can't locate the serial number to chat what do I do?,connectivity,0,app_service_issue,1,device_troubleshooting,1,app,OK,no_strong_conflict_detected
177,"Yo, @115858 what’s up with this update? Got my phone looking like it’s on android status!",apple_music_media,0,,0,,0,,REVIEW,no_signal_detected
178,@AppleSupport I need your help,general_or_insufficient_context,0,app_service_issue,1,device_troubleshooting,1,app,OK,no_strong_conflict_detected
179,@AppleSupport iOS 11.03,purchase_store_refund,0,software_update,1,app_service_issue,1,ios 11,OK,no_strong_conflict_detected
180,"Can’t wait to get an Android. Watching my iPhone battery life vanish by a percentage point every 15-30 seconds. Background refresh turned off. Data for almost all apps turned off. Great work, @115858. Nice “I” glitch, too, geniuses.",account_security,0,battery_power,2,app_service_issue,1,battery; battery life,HIGH_REVIEW,assigned=account_security; stronger_signal=battery_power
181,@AppleSupport dm sent,general_or_insufficient_context,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
182,@AppleSupport It’s a safety concern and I need to be heard,device_troubleshooting,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
183,@AppleSupport It's an iPhone 6S plus 64 gb,general_or_insufficient_context,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
184,@AppleSupport mean the i turns to A ?,software_update,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
185,"I fixed the I thing once before, I’m not doing it again. Your move, @115858",battery_power,0,,0,,0,,REVIEW,no_signal_detected
186,"High Sierra 😩😩😩. I'm trynna get work done, @AppleSupport Why is this OS taking all daybto install?",connectivity,0,software_update,1,app_service_issue,1,high sierra,OK,no_strong_conflict_detected
187,@AppleSupport Yes I am.,apple_music_media,0,battery_power,2,software_update,1,battery; battery life,HIGH_REVIEW,assigned=apple_music_media; stronger_signal=battery_power
188,"@AppleSupport Dear @AppleSupport if a real person reads this, he/she would understand from my previous tweet, that I already tried the steps. #nohelp",app_service_issue,1,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
189,@AppleSupport @595404 Mine still messes up. So when are they gonna do an update to fix this???,purchase_store_refund,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
190,Meu iPhone está baixando 2% de bateira a cada um minuto usado! PQP @115858 @AppleSupport,account_security,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
191,"@AppleSupport It only seems to occur when I’m actually typing out the words, using voice to text produces the correct capitalization",device_troubleshooting,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
192,Why does my “I” keep auto correcting to an A in a box and a question mark??? Wtf @115858,software_update,0,,0,,0,,REVIEW,no_signal_detected
193,@AppleSupport On the phone with a tech now - but this is a super troubling bug.,battery_power,0,software_update,1,app_service_issue,1,high sierra,OK,no_strong_conflict_detected
194,@115858 Who do you complain to when you are getting appalling service from an Apple Store?,connectivity,0,purchase_store_refund,1,app_service_issue,1,apple store,OK,no_strong_conflict_detected
195,@115858 My #iphonecase broken 😣 not even a year and it has snapped on the border. Any idea about the warranty of this product @AppleSupport?😉 https://t.co/Yq1Clmat1N,apple_music_media,0,purchase_store_refund,2,app_service_issue,1,order; warranty,HIGH_REVIEW,assigned=apple_music_media; stronger_signal=purchase_store_refund
196,Twitter is smart... now can someone tell me why this happens when I️ try to type the letter “I️” @AppleSupport https://t.co/rA0QrHusrs,app_service_issue,1,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
197,@AppleSupport 11.1,purchase_store_refund,0,apple_music_media,1,app_service_issue,1,music,OK,no_strong_conflict_detected
198,queria saber pra onde vai as fotos que eu salvo no wpp 🤷🏻‍♀️ @AppleSupport,account_security,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
199,@AppleSupport I need your help,general_or_insufficient_context,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
200,@115858 @AppleSupport,general_or_insufficient_context,0,app_service_issue,1,,0,app,OK,no_strong_conflict_detected
