golden_id,customer_message,context,true_intent,predicted_intent,intent_confidence,retrieval_score,retrieved_customer_message,historical_brand_response,predicted_action,expected_action,decision_reason,generated_reply,intent_correct,action_correct
55,@AppleSupport I DMed you the details.,"customer: Dear @115858, your engineers have got it all wrong for iPhone6 in iOS 11. The average app launch time has increased by 3-5 seconds. brand: @564602 We're here to help. Send us a DM and tell us when you updated to iOS 11. Did you update over Wi-Fi or iTunes?",apple_music_media,device_troubleshooting,0.2818,0.9042,@AppleSupport i dmed you.,None,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
56,Ummmm @AppleSupport my I️ are not i suddenly!!!,,app_service_issue,device_troubleshooting,0.235,0.7817,@AppleSupport Yes I am!,Have you had a chance to try a different charger? Let us know in DM.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
57,@AppleSupport Here we go again trying to add a song to my library and it won’t work😑😑😑😑,customer: @196048 @115858 Ohhhh ok I thought I was tripping! The player from the locked screen doesn’t work. I can’t add songs to my library! just fckery 😒 brand: @196047 Let's help. DM us some further details and we can pick up from there. https://t.co/GDrqU22YpT,account_security,apple_music_media,0.7022,0.9145,@AppleSupport Any song I try to add to my library,"What happens if you try to remove a song from your library? Does it allow that, or does it still do nothing?",auto_handle,escalate,sufficient_confidence_and_evidence,"Thanks for reaching out. What happens if you try to remove a song from your library? Does it allow that, or does it still do nothing?",False,False
58,"@AppleSupport Okay, I really don’t know how this happened. I did not try something else, but the tracks are magically in order now. 😄 I have nothing to do with this &amp; don’t know how this happened, but I ain’t complaining. 🤷🏻‍♂️😊 https://t.co/DUazRhboB9",,purchase_store_refund,how_to_settings,0.4737,0.7537,@AppleSupport why has my tracks gone out of order on purchased album. How do I fix it. https://t.co/yoz5dkaYS0,"We'd like to look into this with you. To get started, send us a DM by clicking on the link below. We'll continue there.",escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
59,"Do they even sell replacement screens for iPhone 5s? 😂 I feel like my phone is so old, but I can't afford to replace it. @applesupport",,how_to_settings,purchase_store_refund,0.6551,0.7215,"@AppleSupport Hey, what's the price to have an iPhone 6 screen replaced and can it be done in store?",We're happy to find that information for you. DM us and tell us which country you're located in.,escalate,auto_handle,sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
60,"@AppleSupport Yes, no, and the US, respectively. :)","customer: @258008 @115858 X key stopped working about a week ago, sometimes it double presses and most of the time it just refuses. Pipe key almost always double presses. Blowing out the keys did nothing and actually ruined a coworkers space bar that was otherwise working fine. brand: @258007 Let's look into this together. To get started, let us know which device you're using. customer: @AppleSupport MacBook Pro (15-inch, 2017) brand: @258007 Does this key respond better sometimes and then worse later on? Do you see a connection to having a low battery or being plugged in? Which country are you located in? That information will come in handy for our future steps.",device_troubleshooting,device_troubleshooting,0.4251,0.7309,@AppleSupport What countries this feature supports?,Take a look here for the availability of Apple Music:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
61,@AppleSupport That sort of misses my point. I don't want to need iCloud at all. I'm often without data and want to not need data to access my stuff.,"customer: @AppleSupport I have a 128gig iPhone, how do I make it use that as my default storage instead of my iCloud? It keeps telling me my iCloud is almost full but I got 128g of storage to avoid that problem brand: @710039 We can understand wanting to store everything on your iPhone instead of iCloud since your iCloud is full. It’s possible your iCloud space could be full from backups. This article will explain how to manage your iCloud storage: https://t.co/7vNd2QAL5s",software_update,connectivity,0.232,0.6963,"@AppleSupport my phone was disabled, and I don't have an icloud. Am I going to lose all my data?",We'd like to help! Send us a DM and we'll continue from there.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
62,"@AppleSupport Are we gonna get the option of Mobile Hotspot in next update of ios, or should we downgrade to Android?",,battery_power,connectivity,0.3093,0.6842,@AppleSupport I've updated to iOS 11.1 just now. I shall check out these WiFi hotspots tomorrow and later in the week.,Sounds good. Let us know the results in DM and we'll continue working with you there. Thanks again.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
63,@AppleSupport When i txt apple users i will receive the message as a iMessage and a txt me.,customer: @115858 mane yall need to fix this update. Im tired of getting messages twice. This shit irritating. Mane wats up. Let me knw if yall working brand: @208343 We'd love to help. Is this happening with all messages?,connectivity,purchase_store_refund,0.252,0.8668,@AppleSupport And iMessages.,Let's take a closer look together. Please reach out to us via DM and we can go from there.,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
64,@AppleSupport Smh,customer: Updated my phone and i still see questions marks. Wtf @115858 brand: @505952 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_troubleshooting,device_troubleshooting,0.2617,0.92,@AppleSupport Still same thing smh,"Thank you for testing out those steps. Send us a DM telling us the iPhone you have, and what happened before you restarted it.",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
65,@AppleSupport No. Fix your shit. The new update is shit. Bye. Im going to android,customer: Hey @115858 you assholes. My phone has been a broke pos since I updated. My next phone will for sure be an android. Fix your shit brand: @173160 We'd like to help find a solution. Shoot us a DM of some additional details of what's going on. https://t.co/GDrqU22YpT,general_or_insufficient_context,device_troubleshooting,0.3159,0.8557,If y’all don’t fix this stupid ass update I’m going back to android @AppleSupport,We're here to help with any issues you encounter. What's happening with your device?,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
66,@AppleSupport i have the 6s plus and my battery is always going out sooo fast,"customer: @AppleSupport my battery life sucks brand: @272364 We understand the importance of battery life, and want to assist as much as possible! Which device are you using?",apple_music_media,battery_power,0.4105,0.8667,@AppleSupport you guys have killed the battery life on my 6S Plus. Thanks .,Battery life is everything. Let's help! Which exact iOS version are you using? When did you first notice this battery issue?,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
67,@AppleSupport - when does your Bluewater store re-open please?,customer: @AppleSupport Do you have an estimated month? I’m having Apple withdrawal symptoms! 😱😭,app_service_issue,purchase_store_refund,0.4498,0.7513,@AppleSupport when is your shop opening In bluewater? been shut for months and waiting to get my phone fixed. The warranty is nearly out!,We have other service options available. Direct Message us and we'll help out.,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
68,@AppleSupport Is this link relevant to iPhone X? @115858 New Zealand page has different prices and there is no mention of backside glass panel.,customer: @AppleSupport How does #applecare for iPhone X consider back glass damage? Screen Repair cost or Other Repair cost? @115858 @157399 brand: @306853 We can help with all of your AppleCare questions about the iPhone X. This link has the answers: https://t.co/3zyMIIwK0O,purchase_store_refund,purchase_store_refund,0.2853,0.6168,Thanks @115858 for using crap glass in your new iPhone ☓!! Back glass cracked in my back pocket after the first day! In my POCKET!! CHEAP!!,We want to help. DM us which country you're in and we'll look into this with you there.,escalate,escalate,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,True,True
69,@AppleSupport Why can’t I️ see any emojis with the new update 🤬🤬🤬,customer: @123366 @AppleSupport Same problem with my battery 😒 Just 5 minutes of browsing in Safari and the battery dropped 5%. Also using iPhone 7 Plus customer: @123367 @AppleSupport @123366 Mee to same issue brand: @593885 Let's take a look at this together. Have you already updated to iOS 11.1? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT customer: @AppleSupport I️ updated my phone and I️ keep seeing these black boxes 😒,account_security,device_troubleshooting,0.2706,0.9541,Why can’t I see the emojis after the update? @AppleSupport,Hey there! We'd like to lend a hand. Could you tell us which iPhone and iOS version you're using?,escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
70,@AppleSupport 11.1,"customer: @AppleSupport visual VM and texting pics &amp; groups over WiFi stopped working with update. When will these issues be fixed? brand: @488021 We want your iPhone to function normally, &amp; we can help. To start, tell us which version of iOS 11 is your iPhone on currently.",how_to_settings,software_update,0.7658,1.0,@AppleSupport 11.1,Can you let us know if you experienced the battery drain before updating to the beta release? Please DM us to continue.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Can you let us know if you experienced the battery drain before updating to the beta release? Please DM us to continue.,False,True
71,@AppleSupport you asked me to send a DM. Don’t know what that is. Here’s a solid picture of what is happening https://t.co/7M9EQ02Jqo,customer: @195256 @115858 good to hear I am not the only one. Bought a iPhone 6S after the new phones came out. Having texting problems https://t.co/PiqlX5uXHo brand: @195255 Send us a DM and let us know more details on what's happening in Messages. We want to help. https://t.co/GDrqU22YpT,general_or_insufficient_context,purchase_store_refund,0.2589,0.8575,@AppleSupport I sent a DM because it is still happening,None,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
72,@AppleSupport But i can take from Dubai ?,"brand: @728454 Hi there. Just to clarify, are you wanting to know how to purchase the iPhone X? customer: @AppleSupport Yes brand: @728454 Our Sales team can help with that! So that we can help you get in touch with Sales, can you let us know which country you're in? customer: @AppleSupport I am in Saudi Arabia",software_update,purchase_store_refund,0.2649,0.776,@AppleSupport For UAE residents please 😂,No problem. The regional phone number for the UAE is listed here:,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
73,This just happened; simply snapped while I was unplugging it from my iPhone. A friend told me you could help? @AppleSupport @115858 https://t.co/yTw9mkSFMf,,device_troubleshooting,purchase_store_refund,0.3523,0.7314,"@AppleSupport It finally snapped out of it. I tried everything for an hour and nothing, then snaps out of it on its own. I don’t know the problem here...",Thanks for keeping us updated. Have you deleted and re-downloaded the app at all?,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
74,@AppleSupport If I️ wanna move app from one side to the other? When I️ drag them and finally drop the app where I️ want it goes back to where it was.,"customer: @AppleSupport every new updates for the new iOS has messed up my phone really bad. Battery drains fast, deleting apps, my phone freezes brand: @511082 That's not the experience we want you to have today. Which model iPhone, and what version of iOS are you using at this time? https://t.co/GDrqU22YpT customer: @AppleSupport iPhone 7 Plus and iOS version 11.0.3",battery_power,apple_music_media,0.2257,0.7391,"@AppleSupport I can try to move an app to an existing folder, but it would just go back to the original spot it was in.",None,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
75,I’m so sick of @115858 ever since the new iPhone came out mine has been acting up I can’t even update my fucking apps 😒😤,,connectivity,software_update,0.3418,0.8893,@115858 I’m sick of my iPhone dying every two hours with this new iOS update 😒,Let's look at your battery together. Does your iPhone show the message identified in this article:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
76,"@AppleSupport God I’ve been tweeting constantly as have others. I can DM but it’s just a shitty design for your new keyboard. I type letters as a,ways and the stupid numbers appear instead.",customer: @AppleSupport what is with this freaking keyboard in recent update. I’m so sick of correcting numbers sneaking into my words I’m now willing to look at other products brand: @665906 We want to help. Let's continue in DM. https://t.co/GDrqU22YpT,apple_music_media,device_troubleshooting,0.7123,0.7353,@115858 @AppleSupport fam.. y’all tweaking. I️ can’t type a tweet or a Dm with out that “ I️ “ stuff. Come on geee. Can I️ get some support?,Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for letting us know. Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together.,False,True
77,"@AppleSupport Maybe for about 3 months, it used to be pretty far apart like hours apart now it feels like every 20 minutes or so. And i have an iPhone 7","customer: @115858 @AppleSupport WHY does my phone vibrate even when i don’t have any kind of notification? Got me thinking someone actually texted me but nooo my phone is just randomly vibrating 🤷🏾‍♀️ brand: @788713 Thanks for bringing this behavior to our attention. Let’s work together to get this addressed. To clarify, how long has this been happening? Also, approximately how often does it happen? Which iPhone are you using?",app_service_issue,purchase_store_refund,0.3987,0.6015,My iPhone 7 has never lagged this much 🙄 thanks @AppleSupport ios11 blows,"We want your iPhone to run smoothly for you, and we'd love to help. Are you experiencing the lag with a particular app?",escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
78,Ever since the update my phone freezes at least twice a day 🙃🙃 @115858,,purchase_store_refund,device_troubleshooting,0.4845,0.8936,The amount of times that my phone freezes now. I have to downgrade the update @115858 . Y’all staying quiet about people’s issues with this 😒,We're here to help. Let's take this to DM so we can better assist you.,escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
79,@AppleSupport No not using low power mode. Seeing many others having same problem as I am with slow glitchy phone. When will this update be fixed?,"customer: @AppleSupport Yes, precisely, when I updated to iOS 11 it started. Apps take longer to load, particularly phone and messages brand: @184501 Thanks for this information. Which version of iOS 11 are you running? The latest is iOS 11.0.2: https://t.co/soeXTHWFdK customer: @AppleSupport iOS 11.0.2 and it still runs slow, particularly messages and phone.... brand: @184501 Are you using Low Power Mode? If so, disable, restart, and let us know if it helps.",account_security,device_troubleshooting,0.2515,0.8067,@AppleSupport after this new update my phone is so slow &amp; is glitching.,We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded?,escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
80,Still having battery charge issues @115858 @AppleSupport #sodisappointed,,how_to_settings,purchase_store_refund,0.6882,0.8207,Are we getting a fix or not for the battery issue @AppleSupport @115858,Let's take a look at your battery life together. Maybe we can find a resolution. Tell us the details in DM. We'll work there.,escalate,auto_handle,sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
81,@AppleSupport iOS 11.0.2,"customer: Anybody else having iPhone issues after this new update? My phone keeps on freezing 😫 the time disappears @AppleSupport https://t.co/LEnncI5BTV brand: @299676 Let's work on this together. When exactly did you start to notice this happening? Which device are you using? customer: @AppleSupport I have an iPhone 7. It’s been freezing ever since I installed iOS 11. The screen turns blank, my messages app freezes brand: @299676 Thanks for providing that information. Can you tell us which version of iOS 11 you're using?",device_troubleshooting,software_update,0.9992,1.0,@AppleSupport ios 11.0.2,Let's move this to DM where we can dig in to the issue a bit more deeply.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Let's move this to DM where we can dig in to the issue a bit more deeply.,False,True
82,"@AppleSupport Difficult to organise the photos by app wise like WhatsApp and Facebook etc,,,","customer: @AppleSupport I did not understood what do you mean by DM my iPhone brand: @308070 We'd like to continue with you via DM. Send us a DM and let us know which device you're using: https://t.co/GDrqU2kzhr customer: @AppleSupport iPhone 6s 32 GB model with iOS 11.0.3 what else you need,,",general_or_insufficient_context,device_troubleshooting,0.3433,0.8117,@AppleSupport My photos,"Have you tried restarting the device? If not, go ahead and try that. If the issue persists, send us a DM.",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
83,@AppleSupport Up to date https://t.co/xPAT6FApBS,customer: @AppleSupport why does this appear every time I️ write the I️? https://t.co/EN5xZKTTT0 brand: @456271 We want to help. Which iOS version are you running?,software_update,device_troubleshooting,0.3373,0.9355,@AppleSupport Most recent https://t.co/EvFNe8rW62,"So that we can avoid having you repeat anything, have you completed any troubleshooting steps on your own so far?",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
84,@AppleSupport New bug? “it” gets autocorrected to “I.T”. Or is it just me? #iOS11,customer: @AppleSupport Current: iOS 11.1.2 brand: @169259 Let's hop into DM and go from there: https://t.co/GDrqU22YpT,battery_power,device_troubleshooting,0.321,0.859,"@AppleSupport After the iOS 11 update why does I autocorrect to the I️? I thought it was just me, but I’m seeing more people with it",Thanks for reaching out. Try following the steps in this link to get things working smoothly again:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
85,@AppleSupport Do you know why I am unable to see the software on iPhone 8plus? I have my old phone 6s on 11.0.2 and I can’t use my backup https://t.co/wFY6NUTxQU,,connectivity,software_update,0.325,0.7137,@AppleSupport just bought the iPhone 8 plus but I can’t access my backup because it’s out of date. Please help https://t.co/xacZpyEORE,"We can help with your new iPhone. Try connecting to a different Wi-Fi network, and DM us if this continues.",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
86,Can we get some help with this? @AppleSupport @115858 i can’t type a capital i https://t.co/CC6wu0XkVv,,apple_music_media,device_troubleshooting,0.2855,0.8984,@AppleSupport why can’t i type a capital i ?!! Need answers,Help is on the way. Send us a DM to get started.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
87,"@AppleSupport Hello , I've got this problem , what should I do? , I couldn't stop finding my iPhone https://t.co/m2PrnX9F9c",,app_service_issue,device_troubleshooting,0.2686,0.7566,"@AppleSupport I’ve lost my iPhone, so no other connection. Hence wanting to find my iPhone . ;)",Is there another Wi-Fi network that you can connect to? This will help us isolate the issue further.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
88,@AppleSupport why can’t I️ use I️?!? https://t.co/DrohhYBMSH,brand: @591617 We'd like get some details about this. Meet us in DM and tell us which exact version of iOS you're using and we'll take a look. https://t.co/GDrqU22YpT,purchase_store_refund,device_troubleshooting,0.2948,0.8845,@AppleSupport why can’t I use the letter i ???,Here’s what you can do to work around the issue until it’s fixed in a future software update:,escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
89,My phone really fucking up😡😡😡😡😡😡😡 hanging up in the middle of my ft calls WTF @AppleSupport,customer: @AppleSupport I hate my phone 😡 y’all really tripping ! Black berry me,account_security,device_troubleshooting,0.5051,0.7632,@AppleSupport why is my phone hanging up when i call someone 😂,None,escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
90,Yo this update ruined my phone... @115858,,how_to_settings,device_troubleshooting,0.3215,0.9435,@115858 this update has ruined my phone 😠,We'd like to help! Send us a DM with the country that you are located in and we will continue from there.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
91,I️ wanna know why my phone has question marks replacing my I’s...? @AppleSupport,brand: @501926 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_update,device_troubleshooting,0.4019,0.8545,@115858 WHY IS THERE A BUG IN MY PHONE THAT IS CHANGING MY I’S TO QUESTION MARKS,"Hey, we can look into what's going on. DM us the iOS version of your iPhone and we'll go from there.",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
92,@296627 @115858 Yup! My phone used to last all day now I charge it about 3 times.,"customer: #iOS11 is pretty weak so far. The most disappointing issue is battery drain. A 7+ won’t even last an easy day now @115858 #DontUpgrade brand: @296627 We'd be happy to look into the battery issues you're experiencing on your iPhone. DM us details and we'll help there. https://t.co/GDrqU22YpT customer: @AppleSupport I am sure you know full well that you cannot help me, and that iOS11 is flawed. So please don’t waste yours or my time. When is 11.1 out?",device_troubleshooting,purchase_store_refund,0.7496,0.8564,@115858 #2: I love that I have to charge my phone several times a day now,"We want to make sure we get you on the path to resolution. To continue, please send us a Direct Message here:",escalate,auto_handle,sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
93,@AppleSupport It happened outside as well. It seems to be happening a lot and only since the iOS update.,,battery_power,software_update,0.8099,0.8802,@AppleSupport I’m using iOS 11.0.1 it’s been happening a lot this week and it happens in many places not just one specific location,"Alright. We’ve released iOS version 11.0.3. Let’s make sure you have a backup, then update your iPhone:",auto_handle,auto_handle,sufficient_confidence_and_evidence,"Thanks for the details. Alright. We’ve released iOS version 11.0.3. Let’s make sure you have a backup, then update your iPhone:",False,True
94,@AppleSupport When I’m on him screen an nothin is being used I still just adjust he headphones volume.,"customer: @AppleSupport This happened ever since the iso 11 update. brand: @196306 The volume rocker’s functionality is dependent on which app you are using. In the Music app, does it only control the ringer?",connectivity,device_troubleshooting,0.7279,0.6712,@AppleSupport It doesn’t adjust the volume. I have to change it in sounds.,"Do you notice this while on a call or while using a particular app? Also, what is the exact iOS version you're using?",auto_handle,auto_handle,sufficient_confidence_and_evidence,"Thanks for letting us know. Do you notice this while on a call or while using a particular app? Also, what is the exact iOS version you're using?",False,True
95,@AppleSupport I have wifi,customer: @AppleSupport All of my pictures are blurry now and they all have this thing on them in the bottom right https://t.co/kLImnw9N4G brand: @495337 Let's get together and look into this. Are you connected to the internet via Wi-Fi or cellular data? DM us and let us know.,apple_music_media,connectivity,0.9238,0.9647,@AppleSupport WiFi,Have you tried internet recovery via Ethernet? DM us with details here:,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Have you tried internet recovery via Ethernet? DM us with details here:,False,True
96,@AppleSupport @424988 I also have iPhone 7 and the app is still down. 😟,brand: @424988 We're here for you. What Apple device are you having this issue with and which OS version is it running? customer: @AppleSupport I have iPhone 7 but when I opens the App Store show me this message and I wanna to make the upgrade for the new phone from the app https://t.co/KzHyHDTBbf customer: @AppleSupport I have iOS 11.3 brand: @424988 We'd like to look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,app_service_issue,device_troubleshooting,0.3969,0.7832,@379507 @AppleSupport Same issue here. iPhone 7+,We'd love to look into these concerns you have with the Maps app. What's the iOS version installed on your device? Send us a DM.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
97,@AppleSupport I cannot change my Apple ID as the verification code is being sent to a closed email address. Help!,,purchase_store_refund,account_security,0.845,0.8485,@AppleSupport Created a Apple ID but the email address is wrong so no verification email. Can you amend or do I just start again ?,Apple ID's are important and allows you to use many features. Let's work together to find a solution. DM us here.,escalate,escalate,sensitive_or_transaction_specific,"For account-security issues, please contact Apple Support through a private support channel so your account details can be reviewed securely.",False,True
98,@AppleSupport iOS 11.0.3,,account_security,software_update,0.9992,1.0,@AppleSupport iOS 11.0.3,None,auto_handle,escalate,sufficient_confidence_and_evidence,Thanks for the details. None,False,False
99,@AppleSupport i always used control center. i don’t have a need to use bluetooth connectivity so it’s disheartening when i find it on and using battery needlessly. i’ll try going to settings to see if that will fix the repetitive issue.,"customer: i’d appreciate it, @115858, if you’d STOP automatically turning on my bluetooth connection on my iPad when being forced to do a restart after the numerous #iOS11 updates. thanks. brand: @233550 Hey there. It's not expected for Bluetooth to turn on by itself when turned off, so we want to look into this with you. Are you turning it off from the Settings app, or attempting to turn it off from the Control Center?",how_to_settings,how_to_settings,0.4431,0.698,@AppleSupport Why if I turn off Bluetooth from control center it doesn’t actually turn off Bluetooth. That’s dumb and killing my battery. Fix it now 😡😡,We're here to help. You move the cursor the same as before. The keyboard is still the same.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
100,@AppleSupport @115858 are you guys waiting to reply until my warranty expires? #whatsup #iphonex #iPhone8 #iPhone #iphone7 #apple,,general_or_insufficient_context,purchase_store_refund,0.7252,0.7517,@115858 @AppleSupport #iPhoneX im moving to anther competitor of yours because you have canceled my preorder,We'd like to look into your options. Please let us know in DM which country you're located in.,escalate,auto_handle,sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
101,@AppleSupport Thanks!,"customer: @115858 so were you going to fix this “i” situation ... or you just chilling? Like my mans said .. Got a damn iPhone and the “i” don’t work brand: @661424 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6 DM us if there's any questions. https://t.co/GDrqU22YpT",device_troubleshooting,device_troubleshooting,0.2427,1.0,@AppleSupport Thanks!,None,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
102,@AppleSupport Its not a battery issue you allways make this changes on the updates to disturbe the oldes phones and make us tu buy new one 🤨,"customer: @AppleSupport desde que actualice al iOS 11.1 la pila se termina muy rápido brand: @662658 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs customer: @AppleSupport Since i update to iOS 11.1 the battery runs out very fast On my iPhone 6 before that i havent any problem brand: @662658 We're here to help. Check out these great tips on maintaining battery health, and DM us if you have any questions or issue continues: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT",software_update,purchase_store_refund,0.6849,0.8323,@AppleSupport Any chance of sorting the battery issue out in the next update? I know you want us to buy the new phones but come on 😒 https://t.co/4Fe3w6pWjX,"We want you to enjoy your current iPhone and we'd like to help. To start, please DM us with the country where you're located and the model of iPhone you're using. We look forward to working with you.",escalate,auto_handle,sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
103,"@AppleSupport Hi, so I had 6k+ pictures got deleted. Yes there's 230 in the recently deleted but those are the only ones remained. https://t.co/RfjENfG2zj",,battery_power,device_troubleshooting,0.2965,0.6929,All of my pictures magically got deleted somehow. @AppleSupport??? What the shit? I go from 3K to 600 fuck is up?,What happened before they were deleted? Are you able to see those photos at if you log in there?,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
104,@AppleSupport Still doesn’t work,"customer: @115858 I’ve just updated to latest iOS and now safari is useless, can’t open any links. Round of applause #iphone take a bow. brand: @569874 We use Safari all the time so we're more than happy to team up with you to get it working again. Do you get any error messages when you try? Have you restarted your iPhone since this began? customer: @AppleSupport I have restarted the phone. I have cleared all cookies, I have cleared internet browsing history. I have reinstalled safari.",connectivity,app_service_issue,0.7549,1.0,@AppleSupport still doesn’t work,We recently released iOS 11.1.1. We'd recommend backing up your device and updating the system as outlined here:,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for letting us know. We recently released iOS 11.1.1. We'd recommend backing up your device and updating the system as outlined here:,False,True
