golden_id,customer_message,context,true_intent,predicted_intent,intent_confidence,retrieval_score,retrieved_customer_message,historical_brand_response,predicted_action,expected_action,decision_reason,generated_reply,intent_correct,action_correct
53,@115858 fix this I️,,battery_power,device_troubleshooting,0.4544,0.8059,So @115858 when are you going to fix this I️ message that keeps happening???,Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
54,Hey @AppleSupport iOS 11 it’s so pretty but is ñor functional. Decrease the battery and is too slow to open any app.,,connectivity,software_update,0.4436,0.8216,@AppleSupport Totally disappointed with iOS 11. Not working smoothly as before. Taking time to load any app. Apple is not like before now a days.,We'd like to look into these issues with you. Please DM us about this and we'll continue there.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
55,@AppleSupport I DMed you the details.,"customer: Dear @115858, your engineers have got it all wrong for iPhone6 in iOS 11. The average app launch time has increased by 3-5 seconds.
brand: @564602 We're here to help. Send us a DM and tell us when you updated to iOS 11. Did you update over Wi-Fi or iTunes?",apple_music_media,software_update,0.4225,0.7831,Terrible app launch time on my 6 plus...iOS 11 is the worst update ever installed on my iPhone ... slow and sluggish as hell.. @115858,We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
56,Ummmm @AppleSupport my I️ are not i suddenly!!!,,app_service_issue,app_service_issue,0.2689,0.7568,@AppleSupport No response from you! I have sent you several direct messages to you and nothing! Reply to my messages!!!,"Thank you for your patience. Rest assured, we've received your DM messages and will respond from there.",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
57,@AppleSupport Here we go again trying to add a song to my library and it won’t work😑😑😑😑,"customer: @196048 @115858 Ohhhh ok I thought I was tripping! The player from the locked screen doesn’t work. I can’t add songs to my library! just fckery 😒
brand: @196047 Let's help. DM us some further details and we can pick up from there. https://t.co/GDrqU22YpT",account_security,apple_music_media,0.6344,0.7355,Why can’t I add music to my library? @115948 @AppleSupport 😩,We can help. What happens when you add music to your Apple Music library? Do you see an error prompt?,auto_handle,escalate,sufficient_confidence_and_evidence,We can help. What happens when you add music to your Apple Music library? Do you see an error prompt?,False,False
58,"@AppleSupport Okay, I really don’t know how this happened. I did not try something else, but the tracks are magically in order now. 😄 I have nothing to do with this &amp; don’t know how this happened, but I ain’t complaining. 🤷🏻‍♂️😊 https://t.co/DUazRhboB9",,purchase_store_refund,how_to_settings,0.3931,0.8078,@AppleSupport why has my tracks gone out of order on purchased album. How do I fix it. https://t.co/yoz5dkaYS0,"We'd like to look into this with you. To get started, send us a DM by clicking on the link below. We'll continue there.",escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
59,"Do they even sell replacement screens for iPhone 5s? 😂 I feel like my phone is so old, but I can't afford to replace it. @applesupport",,how_to_settings,purchase_store_refund,0.5947,0.7255,"@AppleSupport Hey, what's the price to have an iPhone 6 screen replaced and can it be done in store?",We're happy to find that information for you. DM us and tell us which country you're located in.,escalate,auto_handle,sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
60,"@AppleSupport Yes, no, and the US, respectively. :)","customer: @258008 @115858 X key stopped working about a week ago, sometimes it double presses and most of the time it just refuses. Pipe key almost always double presses. Blowing out the keys did nothing and actually ruined a coworkers space bar that was otherwise working fine.
brand: @258007 Let's look into this together. To get started, let us know which device you're using.
customer: @AppleSupport MacBook Pro (15-inch, 2017)
brand: @258007 Does this key respond better sometimes and then worse later on? Do you see a connection to having a low battery or being plugged in? Which country are you located in? That information will come in handy for our future steps.",device_troubleshooting,purchase_store_refund,0.2313,0.6831,I bought new @115858 #macbook before 15 days and half of its key stop working. @AppleSupport,That's not the type of experience that we'd want you to have. Meet us in DM and tell us what's happening with the keys.,escalate,auto_handle,low_intent_confidence;low_historical_evidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
61,@AppleSupport That sort of misses my point. I don't want to need iCloud at all. I'm often without data and want to not need data to access my stuff.,"customer: @AppleSupport I have a 128gig iPhone, how do I make it use that as my default storage instead of my iCloud? It keeps telling me my iCloud is almost full but I got 128g of storage to avoid that problem
brand: @710039 We can understand wanting to store everything on your iPhone instead of iCloud since your iCloud is full. It’s possible your iCloud space could be full from backups. This article will explain how to manage your iCloud storage: https://t.co/7vNd2QAL5s",software_update,how_to_settings,0.3951,0.7436,"@AppleSupport I don't need tips on managing my storage, I'd like for you to allow me to opt-out of upgrading my storage. plz just stop sending me notifications that my iCloud is full.","If you're interested in turning off iCloud, this can help with the notifications you're receiving:",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
62,"@AppleSupport Are we gonna get the option of Mobile Hotspot in next update of ios, or should we downgrade to Android?",,battery_power,connectivity,0.2979,0.6691,@AppleSupport I've updated to iOS 11.1 just now. I shall check out these WiFi hotspots tomorrow and later in the week.,Sounds good. Let us know the results in DM and we'll continue working with you there. Thanks again.,escalate,auto_handle,low_intent_confidence;low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
63,@AppleSupport When i txt apple users i will receive the message as a iMessage and a txt me.,"customer: @115858 mane yall need to fix this update. Im tired of getting messages twice. This shit irritating. Mane wats up. Let me knw if yall working
brand: @208343 We'd love to help. Is this happening with all messages?",connectivity,device_troubleshooting,0.2812,0.7936,@AppleSupport WHY ARE MESSAGES SENDING TWICE!?? This update is 💩💩💩😤,We’re here to help. Let’s team up in DM and we’ll do our best to assist you.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
64,@AppleSupport Smh,"customer: Updated my phone and i still see questions marks. Wtf @115858
brand: @505952 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",device_troubleshooting,software_update,0.5192,0.8339,@AppleSupport I updated my phone and I’m still seeing question marks 😔,We’re here to help. Let us know via DM if this happens after going to Settings &gt; Keyboards &gt; Predictive and turn it off.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. We’re here to help. Let us know via DM if this happens after going to Settings &gt; Keyboards &gt; Predictive and turn it off.,False,True
65,@AppleSupport No. Fix your shit. The new update is shit. Bye. Im going to android,"customer: Hey @115858 you assholes. My phone has been a broke pos since I updated. My next phone will for sure be an android. Fix your shit
brand: @173160 We'd like to help find a solution. Shoot us a DM of some additional details of what's going on. https://t.co/GDrqU22YpT",general_or_insufficient_context,device_troubleshooting,0.349,0.6904,@AppleSupport @115858 new update totally screwed my phone and after three hours on phone still no help. Y’all have to treat customers better,We'd like to look into this with you. Send us a DM and we'll get started.,escalate,auto_handle,low_intent_confidence;low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
66,@AppleSupport i have the 6s plus and my battery is always going out sooo fast,"customer: @AppleSupport my battery life sucks
brand: @272364 We understand the importance of battery life, and want to assist as much as possible! Which device are you using?",apple_music_media,battery_power,0.8845,0.8408,@AppleSupport you guys have killed the battery life on my 6S Plus. Thanks .,Battery life is everything. Let's help! Which exact iOS version are you using? When did you first notice this battery issue?,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Battery life is everything. Let's help! Which exact iOS version are you using? When did you first notice this battery issue?,False,True
67,@AppleSupport - when does your Bluewater store re-open please?,customer: @AppleSupport Do you have an estimated month? I’m having Apple withdrawal symptoms! 😱😭,app_service_issue,purchase_store_refund,0.4613,0.7076,@AppleSupport when will the Apple store be back up and running?,We want to help. Which device is having an issue connecting to the Apple Store?,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
68,@AppleSupport Is this link relevant to iPhone X? @115858 New Zealand page has different prices and there is no mention of backside glass panel.,"customer: @AppleSupport How does #applecare for iPhone X consider back glass damage? Screen Repair cost or Other Repair cost? @115858 @157399
brand: @306853 We can help with all of your AppleCare questions about the iPhone X. This link has the answers: https://t.co/3zyMIIwK0O",purchase_store_refund,device_troubleshooting,0.3714,0.629,@AppleSupport how much is it for an iPhone 7 glass screen? Struggling to find anything and I’m not wanting to book in the repair. Had this modern phone two weeks and it’s shattered off one little fall. 😔 #disappointed,We'd be glad to look into this for you. Please DM us with what country you reside in and we can get that information for you.,escalate,escalate,low_intent_confidence;low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
69,@AppleSupport Why can’t I️ see any emojis with the new update 🤬🤬🤬,"customer: @123366 @AppleSupport Same problem with my battery 😒 Just 5 minutes of browsing in Safari and the battery dropped 5%. Also using iPhone 7 Plus
customer: @123367 @AppleSupport @123366 Mee to same issue
brand: @593885 Let's take a look at this together. Have you already updated to iOS 11.1? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT
customer: @AppleSupport I️ updated my phone and I️ keep seeing these black boxes 😒",account_security,battery_power,0.3178,0.7889,Starting to hate my IPhone @AppleSupport. Each iOS update causes more issues. Had battery drain with 11.0 and now voice mail issue and still battery drain with 11.1. At least I have this emoji now 🤬🤔,We'll be happy to take a look into this with you. Could you please send us a DM with what country you're currently located in and we'll get going on this.,escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
70,@AppleSupport 11.1,"customer: @AppleSupport visual VM and texting pics &amp; groups over WiFi stopped working with update. When will these issues be fixed?
brand: @488021 We want your iPhone to function normally, &amp; we can help. To start, tell us which version of iOS 11 is your iPhone on currently.",how_to_settings,software_update,0.3538,0.743,@AppleSupport please help me to resolve messaging issues surfaced after ios 11 update.,We have received your DM and will continue there.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
71,@AppleSupport you asked me to send a DM. Don’t know what that is. Here’s a solid picture of what is happening https://t.co/7M9EQ02Jqo,"customer: @195256 @115858 good to hear I am not the only one. Bought a iPhone 6S after the new phones came out. Having texting problems https://t.co/PiqlX5uXHo
brand: @195255 Send us a DM and let us know more details on what's happening in Messages. We want to help. https://t.co/GDrqU22YpT",general_or_insufficient_context,purchase_store_refund,0.4765,0.7176,is any other iPhone users having issues with text messages? Not showing order they were sent and received? @AppleSupport,We are here to help. DM us your exact iOS version and we can take a look at this.,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
72,@AppleSupport But i can take from Dubai ?,"brand: @728454 Hi there. Just to clarify, are you wanting to know how to purchase the iPhone X?
customer: @AppleSupport Yes
brand: @728454 Our Sales team can help with that! So that we can help you get in touch with Sales, can you let us know which country you're in?
customer: @AppleSupport I am in Saudi Arabia",software_update,purchase_store_refund,0.5284,0.7206,@AppleSupport I have an iPhone X and want to buy Apple Care for it. I am in Saudi Arabia. Is this possible ?,This article has information on how to go about that:,escalate,auto_handle,sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
73,This just happened; simply snapped while I was unplugging it from my iPhone. A friend told me you could help? @AppleSupport @115858 https://t.co/yTw9mkSFMf,,device_troubleshooting,purchase_store_refund,0.2899,0.6739,"@AppleSupport It finally snapped out of it. I tried everything for an hour and nothing, then snaps out of it on its own. I don’t know the problem here...",Thanks for keeping us updated. Have you deleted and re-downloaded the app at all?,escalate,auto_handle,low_intent_confidence;low_historical_evidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
74,@AppleSupport If I️ wanna move app from one side to the other? When I️ drag them and finally drop the app where I️ want it goes back to where it was.,"customer: @AppleSupport every new updates for the new iOS has messed up my phone really bad. Battery drains fast, deleting apps, my phone freezes
brand: @511082 That's not the experience we want you to have today. Which model iPhone, and what version of iOS are you using at this time? https://t.co/GDrqU22YpT
customer: @AppleSupport iPhone 7 Plus and iOS version 11.0.3",battery_power,battery_power,0.2426,0.695,"@AppleSupport how do I roll back to an older iOS? This update is terrible, my phone never works",Hi. We are here to help. What concerns are you having with the new iOS?,escalate,auto_handle,low_intent_confidence;low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
75,I’m so sick of @115858 ever since the new iPhone came out mine has been acting up I can’t even update my fucking apps 😒😤,,connectivity,device_troubleshooting,0.5035,0.8458,@115858 I’m sick of my iPhone dying every two hours with this new iOS update 😒,Let's look at your battery together. Does your iPhone show the message identified in this article:,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Let's look at your battery together. Does your iPhone show the message identified in this article:,False,True
76,"@AppleSupport God I’ve been tweeting constantly as have others. I can DM but it’s just a shitty design for your new keyboard. I type letters as a,ways and the stupid numbers appear instead.","customer: @AppleSupport what is with this freaking keyboard in recent update. I’m so sick of correcting numbers sneaking into my words I’m now willing to look at other products
brand: @665906 We want to help. Let's continue in DM. https://t.co/GDrqU22YpT",apple_music_media,device_troubleshooting,0.5839,0.7473,@115858 @AppleSupport why would you mess up the letter i on our keyboard?! WHY?! #A?,None,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. None,False,True
77,"@AppleSupport Maybe for about 3 months, it used to be pretty far apart like hours apart now it feels like every 20 minutes or so. And i have an iPhone 7","customer: @115858 @AppleSupport WHY does my phone vibrate even when i don’t have any kind of notification? Got me thinking someone actually texted me but nooo my phone is just randomly vibrating 🤷🏾‍♀️
brand: @788713 Thanks for bringing this behavior to our attention. Let’s work together to get this addressed. To clarify, how long has this been happening? Also, approximately how often does it happen? Which iPhone are you using?",app_service_issue,device_troubleshooting,0.2621,0.7585,Does anyone’s #iphone just randomly vibrate? Its so annoying 😩 @115858 please sort this issue out,We're here to help! We'd like to find out more to help narrow this down a bit. Does this seem to happen when a certain app is in use? Do any notifications or messages come up on the screen after the phone vibrates? Which iOS version are you using?,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
78,Ever since the update my phone freezes at least twice a day 🙃🙃 @115858,,purchase_store_refund,device_troubleshooting,0.6127,0.8426,I suggest @115858 bring out a new update that doesn't freeze your phone 600 times a day. Its actually very frustrating 😡,Let’s work together to get this addressed. Which iPhone are you using? Let us know via a DM. We’ll move from there.,auto_handle,escalate,sufficient_confidence_and_evidence,Thanks for the details. Let’s work together to get this addressed. Which iPhone are you using? Let us know via a DM. We’ll move from there.,False,False
79,@AppleSupport No not using low power mode. Seeing many others having same problem as I am with slow glitchy phone. When will this update be fixed?,"customer: @AppleSupport Yes, precisely, when I updated to iOS 11 it started. Apps take longer to load, particularly phone and messages
brand: @184501 Thanks for this information. Which version of iOS 11 are you running? The latest is iOS 11.0.2: https://t.co/soeXTHWFdK
customer: @AppleSupport iOS 11.0.2 and it still runs slow, particularly messages and phone....
brand: @184501 Are you using Low Power Mode? If so, disable, restart, and let us know if it helps.",account_security,software_update,0.4827,0.8165,"@AppleSupport since the update to IOS 11 my phone doesn’t perform as it should, I’ve reset and restored but it still runs slow or turns off",We'd be happy to look into this with you. Can you tell us which iPhone and version of iOS 11 you're using?,escalate,escalate,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,True
80,Still having battery charge issues @115858 @AppleSupport #sodisappointed,,how_to_settings,battery_power,0.6783,0.8173,Are we getting a fix or not for the battery issue @AppleSupport @115858,Let's take a look at your battery life together. Maybe we can find a resolution. Tell us the details in DM. We'll work there.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Let's take a look at your battery life together. Maybe we can find a resolution. Tell us the details in DM. We'll work there.,False,True
81,@AppleSupport iOS 11.0.2,"customer: Anybody else having iPhone issues after this new update? My phone keeps on freezing 😫 the time disappears @AppleSupport https://t.co/LEnncI5BTV
brand: @299676 Let's work on this together. When exactly did you start to notice this happening? Which device are you using?
customer: @AppleSupport I have an iPhone 7. It’s been freezing ever since I installed iOS 11. The screen turns blank, my messages app freezes
brand: @299676 Thanks for providing that information. Can you tell us which version of iOS 11 you're using?",device_troubleshooting,device_troubleshooting,0.8033,0.8177,@AppleSupport what the hell has the latest IOS 11.0.2 done to my phone? It has frozen 6 times today! Nothing but reboot fixes it #iOS11,Let's look into this together. Please send us a DM and we will go from there.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. Let's look into this together. Please send us a DM and we will go from there.,True,True
82,"@AppleSupport Difficult to organise the photos by app wise like WhatsApp and Facebook etc,,,","customer: @AppleSupport I did not understood what do you mean by DM my iPhone
brand: @308070 We'd like to continue with you via DM. Send us a DM and let us know which device you're using: https://t.co/GDrqU2kzhr
customer: @AppleSupport iPhone 6s 32 GB model with iOS 11.0.3 what else you need,,",general_or_insufficient_context,software_update,0.2658,0.6705,@AppleSupport My photos,"Have you tried restarting the device? If not, go ahead and try that. If the issue persists, send us a DM.",escalate,auto_handle,low_intent_confidence;low_historical_evidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
83,@AppleSupport Up to date https://t.co/xPAT6FApBS,"customer: @AppleSupport why does this appear every time I️ write the I️? https://t.co/EN5xZKTTT0
brand: @456271 We want to help. Which iOS version are you running?",software_update,device_troubleshooting,0.3176,0.8064,@AppleSupport why do my messages show like this whenever anyone types the word “I️”. I️ have the latest update. https://t.co/p2syrpiobe,Here’s what you can do to work around the issue until it’s fixed in a future software update:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
84,@AppleSupport New bug? “it” gets autocorrected to “I.T”. Or is it just me? #iOS11,"customer: @AppleSupport Current: iOS 11.1.2
brand: @169259 Let's hop into DM and go from there: https://t.co/GDrqU22YpT",battery_power,software_update,0.3408,0.7918,@319 why is my “it “ autocorrecting to I.T?? So annoying! Can’t change in settings either...@AppleSupport,We'd love to help. Let's work together in DM.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
85,@AppleSupport Do you know why I am unable to see the software on iPhone 8plus? I have my old phone 6s on 11.0.2 and I can’t use my backup https://t.co/wFY6NUTxQU,,connectivity,software_update,0.4246,0.7397,@AppleSupport just bought the iPhone 8 plus but I can’t access my backup because it’s out of date. Please help https://t.co/xacZpyEORE,"We can help with your new iPhone. Try connecting to a different Wi-Fi network, and DM us if this continues.",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
86,Can we get some help with this? @AppleSupport @115858 i can’t type a capital i https://t.co/CC6wu0XkVv,,apple_music_media,device_troubleshooting,0.297,0.8551,@115858 @AppleSupport why is it that when ever I️ try to type a capital I️ I️ get I️,We've got steps that can solve that. Check those out here: and let us know if that doesn't help.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
87,"@AppleSupport Hello , I've got this problem , what should I do? , I couldn't stop finding my iPhone https://t.co/m2PrnX9F9c",,app_service_issue,device_troubleshooting,0.3509,0.7933,"@AppleSupport are you going to fix this I️ problem??? Sincerely, all iPhone users...",Here’s what you can do to work around the issue until it’s fixed in a future software update:,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
88,@AppleSupport why can’t I️ use I️?!? https://t.co/DrohhYBMSH,brand: @591617 We'd like get some details about this. Meet us in DM and tell us which exact version of iOS you're using and we'll take a look. https://t.co/GDrqU22YpT,purchase_store_refund,purchase_store_refund,0.2212,0.7938,What’s up the with “I” on the iPhone?? @AppleSupport https://t.co/QqZw5jlZdh,None,escalate,escalate,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,True,True
89,My phone really fucking up😡😡😡😡😡😡😡 hanging up in the middle of my ft calls WTF @AppleSupport,customer: @AppleSupport I hate my phone 😡 y’all really tripping ! Black berry me,account_security,device_troubleshooting,0.5444,0.7022,@AppleSupport why is my phone hanging up when i call someone 😂,None,auto_handle,escalate,sufficient_confidence_and_evidence,Thanks for the details. None,False,False
90,Yo this update ruined my phone... @115858,,how_to_settings,device_troubleshooting,0.393,0.8979,@115858 this update has ruined my phone 😠,We'd like to help! Send us a DM with the country that you are located in and we will continue from there.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
91,I️ wanna know why my phone has question marks replacing my I’s...? @AppleSupport,brand: @501926 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_update,software_update,0.4859,0.8239,@115858 WHY IS THERE A BUG IN MY PHONE THAT IS CHANGING MY I’S TO QUESTION MARKS,"Hey, we can look into what's going on. DM us the iOS version of your iPhone and we'll go from there.",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,True,False
92,@296627 @115858 Yup! My phone used to last all day now I charge it about 3 times.,"customer: #iOS11 is pretty weak so far. The most disappointing issue is battery drain. A 7+ won’t even last an easy day now @115858 #DontUpgrade
brand: @296627 We'd be happy to look into the battery issues you're experiencing on your iPhone. DM us details and we'll help there. https://t.co/GDrqU22YpT
customer: @AppleSupport I am sure you know full well that you cannot help me, and that iOS11 is flawed. So please don’t waste yours or my time. When is 11.1 out?",device_troubleshooting,battery_power,0.5666,0.8285,@116333 the iOS 11 on iPhone 7 seems to be horrible and the new 11.0.3 drains battery like crazy. Please take this into consideration,We'd like to help you with your battery issues since updating. DM us how long your battery lasts on a full charge.,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. We'd like to help you with your battery issues since updating. DM us how long your battery lasts on a full charge.,False,True
93,@AppleSupport It happened outside as well. It seems to be happening a lot and only since the iOS update.,,battery_power,device_troubleshooting,0.3024,0.8692,@AppleSupport I’m using iOS 11.0.1 it’s been happening a lot this week and it happens in many places not just one specific location,"Alright. We’ve released iOS version 11.0.3. Let’s make sure you have a backup, then update your iPhone:",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
94,@AppleSupport When I’m on him screen an nothin is being used I still just adjust he headphones volume.,"customer: @AppleSupport This happened ever since the iso 11 update.
brand: @196306 The volume rocker’s functionality is dependent on which app you are using. In the Music app, does it only control the ringer?",connectivity,apple_music_media,0.4114,0.7467,"@AppleSupport No, it use to be where when not in a media app you could change the volume on your ringer from the side vol buttons.","Got it! Please go to Settings &gt; Sounds &amp; Haptics, under the slider is Change with Buttons enabled?",escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
95,@AppleSupport I have wifi,"customer: @AppleSupport All of my pictures are blurry now and they all have this thing on them in the bottom right https://t.co/kLImnw9N4G
brand: @495337 Let's get together and look into this. Are you connected to the internet via Wi-Fi or cellular data? DM us and let us know.",apple_music_media,connectivity,0.7276,0.7937,@AppleSupport why are some of my photos blurry but when I first take the picture it’s not blurry,We're here to help. Are you using iCloud Photo Library and Optimize Storage? Check in Settings &gt; Your Name &gt; iCloud &gt; Photos,auto_handle,auto_handle,sufficient_confidence_and_evidence,Thanks for the details. We're here to help. Are you using iCloud Photo Library and Optimize Storage? Check in Settings &gt; Your Name &gt; iCloud &gt; Photos,False,True
96,@AppleSupport @424988 I also have iPhone 7 and the app is still down. 😟,"brand: @424988 We're here for you. What Apple device are you having this issue with and which OS version is it running?
customer: @AppleSupport I have iPhone 7 but when I opens the App Store show me this message and I wanna to make the upgrade for the new phone from the app https://t.co/KzHyHDTBbf
customer: @AppleSupport I have iOS 11.3
brand: @424988 We'd like to look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT",app_service_issue,purchase_store_refund,0.2451,0.7433,@AppleSupport I’ve had an incredibly frustrating experience with the iPhone Upgrade Program. Can you help? I can’t get through via phone.,Our Sales Support team would best be able to assist you. You can find their contact options here:,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
97,@AppleSupport I cannot change my Apple ID as the verification code is being sent to a closed email address. Help!,,purchase_store_refund,account_security,0.7552,0.8429,@AppleSupport Created a Apple ID but the email address is wrong so no verification email. Can you amend or do I just start again ?,Apple ID's are important and allows you to use many features. Let's work together to find a solution. DM us here.,escalate,escalate,sensitive_or_transaction_specific,"For account-security issues, please contact Apple Support through a private support channel so your account details can be reviewed securely.",False,True
98,@AppleSupport iOS 11.0.3,,account_security,software_update,0.9059,0.819,@AppleSupport this message app is like this since iOS 11.0.3 https://t.co/8znDyzqjVu,We're happy to help. Have you tried restarting your iPhone? Let us know to continue.,auto_handle,escalate,sufficient_confidence_and_evidence,Thanks for the details. We're happy to help. Have you tried restarting your iPhone? Let us know to continue.,False,False
99,@AppleSupport i always used control center. i don’t have a need to use bluetooth connectivity so it’s disheartening when i find it on and using battery needlessly. i’ll try going to settings to see if that will fix the repetitive issue.,"customer: i’d appreciate it, @115858, if you’d STOP automatically turning on my bluetooth connection on my iPad when being forced to do a restart after the numerous #iOS11 updates. thanks.
brand: @233550 Hey there. It's not expected for Bluetooth to turn on by itself when turned off, so we want to look into this with you. Are you turning it off from the Settings app, or attempting to turn it off from the Control Center?",how_to_settings,how_to_settings,0.671,0.8059,"Hi @AppleSupport why does my Bluetooth keep turning itself on in iOS11.1.1, and how can I stop it?","If you're disabling your Bluetooth in the Control Center this is expected behavior. To stop this from happening, you'll want to navigate to Settings &gt; Bluetooth to completely turn it off. Read more about that here:",auto_handle,auto_handle,sufficient_confidence_and_evidence,"If you're disabling your Bluetooth in the Control Center this is expected behavior. To stop this from happening, you'll want to navigate to Settings &gt; Bluetooth to completely turn it off. Read more about that here:",True,True
100,@AppleSupport @115858 are you guys waiting to reply until my warranty expires? #whatsup #iphonex #iPhone8 #iPhone #iphone7 #apple,,general_or_insufficient_context,purchase_store_refund,0.716,0.7255,@115858 @AppleSupport #iPhoneX im moving to anther competitor of yours because you have canceled my preorder,We'd like to look into your options. Please let us know in DM which country you're located in.,escalate,auto_handle,sensitive_or_transaction_specific,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,False,False
101,@AppleSupport Thanks!,"customer: @115858 so were you going to fix this “i” situation ... or you just chilling? Like my mans said .. Got a damn iPhone and the “i” don’t work
brand: @661424 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6 DM us if there's any questions. https://t.co/GDrqU22YpT",device_troubleshooting,software_update,0.3243,0.8445,Hey @115858 - figure this out! Everyone is having problems with the “I️” on their iPhone. It’s a MAJOR issue. Thought upgrade might handle.NO,Glad you reached out. Please DM us and we can chat.,escalate,auto_handle,low_intent_confidence,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,False,False
