golden_id,failure_category,failure_reason,customer_message,true_intent,predicted_intent,intent_confidence,retrieval_score,predicted_action,expected_action,generated_reply,human_helpfulness,human_relevance,human_actionability,human_groundedness,human_overall_quality,human_notes
94,intent_misclassification,predicted=apple_music_media; true=connectivity,@AppleSupport When I’m on him screen an nothin is being used I still just adjust he headphones volume.,connectivity,apple_music_media,0.4114,0.7467,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
95,intent_misclassification,predicted=connectivity; true=apple_music_media,@AppleSupport I have wifi,apple_music_media,connectivity,0.7276,0.7937,auto_handle,auto_handle,Thanks for the details. We're here to help. Are you using iCloud Photo Library and Optimize Storage? Check in Settings &gt; Your Name &gt; iCloud &gt; Photos,,,,,,
96,intent_misclassification,predicted=purchase_store_refund; true=app_service_issue,@AppleSupport @424988 I also have iPhone 7 and the app is still down. 😟,app_service_issue,purchase_store_refund,0.2451,0.7433,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
97,intent_misclassification,predicted=account_security; true=purchase_store_refund,@AppleSupport I cannot change my Apple ID as the verification code is being sent to a closed email address. Help!,purchase_store_refund,account_security,0.7552,0.8429,escalate,escalate,"For account-security issues, please contact Apple Support through a private support channel so your account details can be reviewed securely.",,,,,,
98,intent_misclassification,predicted=software_update; true=account_security,@AppleSupport iOS 11.0.3,account_security,software_update,0.9059,0.819,auto_handle,escalate,Thanks for the details. We're happy to help. Have you tried restarting your iPhone? Let us know to continue.,4,5,5,5,5,Solid troubleshooting follow-up.
99,low_helpfulness,helpfulness=1.0,@AppleSupport i always used control center. i don’t have a need to use bluetooth connectivity so it’s disheartening when i find it on and using battery needlessly. i’ll try going to settings to see if that will fix the repetitive issue.,how_to_settings,how_to_settings,0.671,0.8059,auto_handle,auto_handle,"If you're disabling your Bluetooth in the Control Center this is expected behavior. To stop this from happening, you'll want to navigate to Settings &gt; Bluetooth to completely turn it off. Read more about that here:",1,2,2,5,2,Repeats instructions the customer already acknowledged in the current message.
100,intent_misclassification,predicted=purchase_store_refund; true=general_or_insufficient_context,@AppleSupport @115858 are you guys waiting to reply until my warranty expires? #whatsup #iphonex #iPhone8 #iPhone #iphone7 #apple,general_or_insufficient_context,purchase_store_refund,0.716,0.7255,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
101,intent_misclassification,predicted=software_update; true=device_troubleshooting,@AppleSupport Thanks!,device_troubleshooting,software_update,0.3243,0.8445,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,1,1,1,2,1,Customer is just saying thanks. Escalating is a poor decision.
102,over_escalation,escalated_when_auto_handle_expected,@AppleSupport Its not a battery issue you allways make this changes on the updates to disturbe the oldes phones and make us tu buy new one 🤨,software_update,software_update,0.4024,0.8007,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
103,intent_misclassification,predicted=apple_music_media; true=battery_power,"@AppleSupport Hi, so I had 6k+ pictures got deleted. Yes there's 230 in the recently deleted but those are the only ones remained. https://t.co/RfjENfG2zj",battery_power,apple_music_media,0.3167,0.7453,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
104,intent_misclassification,predicted=device_troubleshooting; true=connectivity,@AppleSupport Still doesn’t work,connectivity,device_troubleshooting,0.5515,0.7332,auto_handle,auto_handle,Thanks for the details. Hey there. Could you elaborate on what's happening with all the apps on your iPhone? We'd like to offer our assistance.,,,,,,
105,intent_misclassification,predicted=purchase_store_refund; true=general_or_insufficient_context,@AppleSupport Thank you for your response! Please see your DMs.,general_or_insufficient_context,purchase_store_refund,0.2739,0.7009,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
106,intent_misclassification,predicted=device_troubleshooting; true=apple_music_media,@118936 @AppleSupport CAN YAL PLEASE FIX THIS SHIT I️ &lt;— PLEASE 😒😒😒😒,apple_music_media,device_troubleshooting,0.3071,0.8392,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
107,intent_misclassification,predicted=how_to_settings; true=app_service_issue,@AppleSupport Done,app_service_issue,how_to_settings,0.3791,0.7893,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
109,intent_misclassification,predicted=purchase_store_refund; true=account_security,@AppleSupport Done 👍🏼,account_security,purchase_store_refund,0.267,0.7693,escalate,escalate,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
110,intent_misclassification,predicted=software_update; true=general_or_insufficient_context,@AppleSupport So why is my phone doing this,general_or_insufficient_context,software_update,0.2797,0.7311,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
111,over_escalation,escalated_when_auto_handle_expected,@AppleSupport I am on an iPhone 7 as well,device_troubleshooting,device_troubleshooting,0.3989,0.7985,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
112,over_escalation,escalated_when_auto_handle_expected,@AppleSupport Thank you!,software_update,software_update,0.3577,0.8327,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
113,intent_misclassification,predicted=apple_music_media; true=battery_power,"@AppleSupport so my iPhone wont connect to iTunes on my laptop, what should I do ?",battery_power,apple_music_media,0.5106,0.8324,auto_handle,auto_handle,We'd be happy to look into this with you. Let's meet in DM so we can gather some information and proceed there.,4,5,5,5,5,Perfect match; moves to DM for troubleshooting.
114,intent_misclassification,predicted=purchase_store_refund; true=connectivity,"The least you can do is give us a new update to get rid of these boxes, or a new phone will do @AppleSupport",connectivity,purchase_store_refund,0.3672,0.8627,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
115,intent_misclassification,predicted=purchase_store_refund; true=apple_music_media,@AppleSupport I’m just trying to update twitter and the App Store is asking me to do this so I enter my CVV and it get’s declined https://t.co/fXW4XM1tre,apple_music_media,purchase_store_refund,0.3191,0.7029,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
116,intent_misclassification,predicted=software_update; true=app_service_issue,@AppleSupport why does my IPhone 7+ keep draining out fast ever since the iOS 11 update came out???,app_service_issue,software_update,0.5205,0.8824,auto_handle,auto_handle,Thanks for the details. Have you been able to implement the battery tips here:,,,,,,
117,intent_misclassification,predicted=device_troubleshooting; true=purchase_store_refund,"@115858, the “i” problem is... sorta fixed...? https://t.co/4lMkNxJ0yh",purchase_store_refund,device_troubleshooting,0.4344,0.8338,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
118,intent_misclassification,predicted=software_update; true=general_or_insufficient_context,@AppleSupport It happen atleast twice in a week since the phone is 2weeks old. Currently am using ios 11.0.3. And also device is getting heat to core.,general_or_insufficient_context,software_update,0.3215,0.6939,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
119,intent_misclassification,predicted=how_to_settings; true=account_security,"@AppleSupport iOS 11.2 supposedly adds Apple Pay to iMessage, can not seem to figure out how to enable it for the life of me. Halp! #iOS112 #ApplePay #iMessage",account_security,how_to_settings,0.7584,0.8011,auto_handle,escalate,It will be coming this fall. Keep an eye out here for updated information:,4,5,3,5,4,Accurate information but misses the URL.
120,intent_misclassification,predicted=device_troubleshooting; true=how_to_settings,@AppleSupport Yesterday or day before.,how_to_settings,device_troubleshooting,0.525,0.7708,auto_handle,auto_handle,Thanks for the details. Please send us a DM and we will look into this together. Thank you.,4,5,5,5,5,Correctly moves the conversation to DM after gathering initial timeline.
121,over_escalation,escalated_when_auto_handle_expected,@115858 why does my iPhone 7 Plus keep getting stuck in landscape after using YouTube? New since 11 update. https://t.co/G6htQNXSYM,device_troubleshooting,device_troubleshooting,0.6296,0.6914,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,3,4,4,2,3,Appropriate to escalate or DM though the generated text is a generic template.
122,intent_misclassification,predicted=device_troubleshooting; true=software_update,this update has me messed up @115858 why is my “I️” turned into A with a box🙄,software_update,device_troubleshooting,0.3769,0.8127,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,2,3,4,2,2,Generic escalation for a known issue with a documented workaround.
123,intent_misclassification,predicted=device_troubleshooting; true=battery_power,@AppleSupport 11.03 and still my own ringtones will not work 😱😭,battery_power,device_troubleshooting,0.243,0.8361,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
124,intent_misclassification,predicted=battery_power; true=connectivity,@AppleSupport since the release of iOS 11 my iPhone 5s battery drains alot. In the morning it is 100% but when i get out of school its 3%,connectivity,battery_power,0.4491,0.7627,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
125,intent_misclassification,predicted=purchase_store_refund; true=apple_music_media,@498613 @AppleSupport I don’t think it worked for me 🤔,apple_music_media,purchase_store_refund,0.2817,0.7208,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
126,intent_misclassification,predicted=device_troubleshooting; true=app_service_issue,@AppleSupport That’s not the issue. The app is find. Just double showing in location settings as per my last screenshot.,app_service_issue,device_troubleshooting,0.6899,0.6677,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
127,weak_retrieval_evidence,retrieval_score=0.6580,"@AppleSupport Hi, my friend bought iphone x from italian apple site and now he need an invoice (he has a Vat italian code) instead of a simple receipt. Is it possible to request? How? Thanks for your reply!",purchase_store_refund,purchase_store_refund,0.7169,0.658,escalate,escalate,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
128,intent_misclassification,predicted=connectivity; true=account_security,Can someone at @AppleSupport explain why this WiFi/Bluetooth glitch is still happening almost 3 weeks later?! So amateur 🤦🏻‍♂️,account_security,connectivity,0.6453,0.7546,auto_handle,escalate,Thanks for the details. Let's work on this Bluetooth issue. Does this happen when you try to turn on Bluetooth from the Control center or Settings?,4,5,5,5,5,Directly addresses issue to clarify the specific behavior.
129,intent_misclassification,predicted=connectivity; true=how_to_settings,"@115858 iphone 📱 is not as before. Not reliable as before and not as good. Freezes, WiFi and Bluetooth on randomly. WTF total BS",how_to_settings,connectivity,0.635,0.7775,auto_handle,auto_handle,Thanks for the details. We'd like to help you with this. Let us know which iPhone you're using and the version of iOS installed via DM. We'll go from there.,,,,,,
130,intent_misclassification,predicted=software_update; true=general_or_insufficient_context,@AppleSupport I did it! Did it work?? 🙈🙈,general_or_insufficient_context,software_update,0.4689,0.7726,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
131,over_escalation,escalated_when_auto_handle_expected,@115858 when tf you gonna fix this shit I️,device_troubleshooting,device_troubleshooting,0.3959,0.8258,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
132,intent_misclassification,predicted=device_troubleshooting; true=software_update,@AppleSupport Messenger. Used to be that the posts I haven't read rise to the top. They are not doing that now. iOS11 on 7+,software_update,device_troubleshooting,0.2116,0.6399,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
133,intent_misclassification,predicted=device_troubleshooting; true=battery_power,@AppleSupport gave us 2+ updates for ios11. My piece of shit still resets when I hit home from lock screen. I wanna smash it on the ground,battery_power,device_troubleshooting,0.8201,0.7655,auto_handle,auto_handle,Thanks for the details. None,1,1,1,1,1,Severe failure generating 'None'.
134,intent_misclassification,predicted=device_troubleshooting; true=connectivity,@AppleSupport Yes. It normally rotates freely. It just gets “confused” sometimes. Especially locking the phone in one orientation and opening in another,connectivity,device_troubleshooting,0.7433,0.8299,auto_handle,auto_handle,Thanks for the details. This isn't something we expect to happen. Does this occur with all apps or only specific apps? Which iOS version is installed?,1,2,2,5,2,Fully grounded in historical reply but re-asks questions the customer already answered in the context.
135,over_escalation,escalated_when_auto_handle_expected,@AppleSupport I do. How can I restore them onto my phone?,apple_music_media,apple_music_media,0.2446,0.8198,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
136,intent_misclassification,predicted=device_troubleshooting; true=app_service_issue,@AppleSupport Why do I️ need to do this at all? Can’t you guys release a patch to fix it?,app_service_issue,device_troubleshooting,0.5079,0.8543,auto_handle,auto_handle,Thanks for the details. Here’s what you can do to work around the issue until it’s fixed in a future software update:,,,,,,
137,intent_misclassification,predicted=purchase_store_refund; true=general_or_insufficient_context,@AppleSupport Thank You.,general_or_insufficient_context,purchase_store_refund,0.3529,0.7131,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
138,intent_misclassification,predicted=software_update; true=purchase_store_refund,"@AppleSupport ios 11 made my battery look horrible, and it's catching a lot",purchase_store_refund,software_update,0.2944,0.7374,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
139,intent_misclassification,predicted=purchase_store_refund; true=account_security,@AppleSupport It’s continuously dying at 20% or 25% and it doesn’t turn back on . the Apple sign will flash as if it’s turning back on for 15 min at a time and then it’ll finally come back on . My maps also doesn’t follow my actions and my phone dies ridiculously fast,account_security,purchase_store_refund,0.4903,0.7535,escalate,escalate,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
140,intent_misclassification,predicted=device_troubleshooting; true=how_to_settings,"You’ve done it again @115858 @AppleSupport, another update to the #iPhone that just makes it even slower &amp; more glitchy…",how_to_settings,device_troubleshooting,0.3463,0.8764,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
141,intent_misclassification,predicted=device_troubleshooting; true=general_or_insufficient_context,@AppleSupport Done!,general_or_insufficient_context,device_troubleshooting,0.2346,0.8027,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
142,intent_misclassification,predicted=software_update; true=device_troubleshooting,@AppleSupport have you worked out why iOS 11 is draining my battery?,device_troubleshooting,software_update,0.5403,0.9157,auto_handle,auto_handle,Thanks for the details. Please send us a DM and we'll look into this with you.,,,,,,
143,intent_misclassification,predicted=device_troubleshooting; true=software_update,"@115858 since you made the 10.13 update, haven't been able to restore a full time machine or a full disk image. nice one, you broke 2 backups",software_update,device_troubleshooting,0.2208,0.5768,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
144,intent_misclassification,predicted=device_troubleshooting; true=battery_power,@AppleSupport @501930 do this!!,battery_power,device_troubleshooting,0.4088,0.742,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
145,intent_misclassification,predicted=how_to_settings; true=connectivity,"@115858 Why is it so hard to turn off wifi/BT in OS11? I wish i could dump a tub of discarded shrimp shells on the idiot who thought it's a ""feature"" to keep em running when you turn 'em off in CP. Many work in areas that restrict wifi/BT! Can't buy new iphone until this is fixed!",connectivity,how_to_settings,0.5161,0.7455,auto_handle,auto_handle,What you're describing is expected and is explained in the article provided. You can turn off Bluetooth/Wi-Fi in Settings app.,4,5,4,5,4,Matches historical response but references an article not linked in the tweet.
146,over_escalation,escalated_when_auto_handle_expected,@AppleSupport Old iPhone has since been erased and traded in. So not sure if music exists anymore.,apple_music_media,apple_music_media,0.3967,0.7491,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
147,intent_misclassification,predicted=how_to_settings; true=app_service_issue,@AppleSupport Yup,app_service_issue,how_to_settings,0.3636,0.7435,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
148,intent_misclassification,predicted=device_troubleshooting; true=purchase_store_refund,Any problem reported last hours about #iPhone or #iOS? My #iPhone6 and my wife’s #iPhone7Plus got freezed on black screen for more than 3 hours at the same time! @AppleSupport I have restored both devices after sometime of trying and finaly lost messages! Can you explain this? https://t.co/dmVtEBZt0Z,purchase_store_refund,device_troubleshooting,0.583,0.709,auto_handle,escalate,"Thanks for the details. We'll get this sorted out! Send us a DM, and let us know which iOS version is currently installed.",4,5,5,5,5,Good initial step to move to DM.
149,intent_misclassification,predicted=software_update; true=account_security,"@AppleSupport ,my iphone 6s+ , got freeze daily and apps get unresponsive ..it has been happing since installed ios 11",account_security,software_update,0.4677,0.8175,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
150,intent_misclassification,predicted=battery_power; true=how_to_settings,I was charging my phone and it still died on me... wtf y'all got going on @AppleSupport these iPhone batteries are ass,how_to_settings,battery_power,0.6273,0.7266,auto_handle,auto_handle,Thanks for the details. That's not the experience we want for you. Reach out to us in a DM and we'll work from there.,4,5,5,5,5,Excellent empathy and transition to DM.
151,over_escalation,escalated_when_auto_handle_expected,@AppleSupport Could you just get os 11.02 sorted battery time a disaster now 😡,device_troubleshooting,device_troubleshooting,0.5261,0.6771,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
152,intent_misclassification,predicted=device_troubleshooting; true=software_update,@AppleSupport Yes. Should I erase &amp; restore?,software_update,device_troubleshooting,0.5621,0.6851,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,3,4,4,3,3,Appropriate escalation though slightly generic compared to historical DM request.
153,intent_misclassification,predicted=device_troubleshooting; true=battery_power,"@AppleSupport Google Chrome and Safari. Yes videos, but the screen wavers and flickers sometimes just on the desktop or non-video apps",battery_power,device_troubleshooting,0.454,0.6555,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
154,intent_misclassification,predicted=device_troubleshooting; true=connectivity,@AppleSupport No,connectivity,device_troubleshooting,0.6455,0.7354,auto_handle,auto_handle,"Thanks for the details. Got it! Please go to Settings &gt; Sounds &amp; Haptics, under the slider is Change with Buttons enabled?",,,,,,
155,intent_misclassification,predicted=battery_power; true=general_or_insufficient_context,@AppleSupport Sent.,general_or_insufficient_context,battery_power,0.2556,0.7224,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
156,intent_misclassification,predicted=battery_power; true=apple_music_media,@AppleSupport Overall crappy performance. 😶,apple_music_media,battery_power,0.4358,0.7955,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
157,intent_misclassification,predicted=apple_music_media; true=app_service_issue,My @115858 AirPods are three stories away and nowhere near my ears. Why does my phone keep directing audio to them? I’m tired of this crap.,app_service_issue,apple_music_media,0.4672,0.7064,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
158,intent_misclassification,predicted=device_troubleshooting; true=purchase_store_refund,and @AppleSupport why does my phone always autocorrect “i” to I️ ?????? #fixit,purchase_store_refund,device_troubleshooting,0.4967,0.8821,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
159,intent_misclassification,predicted=app_service_issue; true=account_security,@AppleSupport IOS 11.0.3,account_security,app_service_issue,0.3215,0.7145,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
160,intent_misclassification,predicted=account_security; true=how_to_settings,@AppleSupport The encryption password is forgotten.,how_to_settings,account_security,0.5014,0.6607,escalate,auto_handle,"For account-security issues, please contact Apple Support through a private support channel so your account details can be reviewed securely.",,,,,,
161,over_escalation,escalated_when_auto_handle_expected,Anyone else has the issue with their #iphone where “i” gets replaced with a question mark box? Can @115858 help a woman out 😭,device_troubleshooting,device_troubleshooting,0.4667,0.8178,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
162,intent_misclassification,predicted=connectivity; true=software_update,"@AppleSupport 11.0.3 and I have the 6S, it’s just very odd. All these things are in the control panel and they turn on or off by themselves",software_update,connectivity,0.3831,0.7236,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
164,over_escalation,escalated_when_auto_handle_expected,@AppleSupport Do Not Disturb While Driving doesn’t recognize my car Bluetooth as a vehicle. Anything I can do to change that?,connectivity,connectivity,0.297,0.7445,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
165,intent_misclassification,predicted=connectivity; true=general_or_insufficient_context,@AppleSupport Un proceso que debería ser automático tarda como mínimo 5 días hábiles. Sorprendido que un proceso así no sea automático y lo reciba en el mismo momento. La tecnología parece que no ha llegado a la atención al cliente. Tan importante debería ser la venta como la postventa,general_or_insufficient_context,connectivity,0.3073,0.6523,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
166,intent_misclassification,predicted=device_troubleshooting; true=apple_music_media,@AppleSupport I hate you for that. But yea I have restarted my iPhone,apple_music_media,device_troubleshooting,0.5478,0.7142,auto_handle,auto_handle,Thanks for the details. That is not expected. We’ll work through this together. Can you tell us what type of device you're using?,,,,,,
167,intent_misclassification,predicted=device_troubleshooting; true=app_service_issue,@AppleSupport this is done when the phone is idle.,app_service_issue,device_troubleshooting,0.5249,0.7408,auto_handle,auto_handle,Thank you for taking the time to reach out to us. We'd love to look into this with you. Did the issue occur at all prior to updating? Does restarting make any difference? Let us know in DM.,2,3,4,5,3,Grounded but ignores context stating they already restarted.
168,intent_misclassification,predicted=how_to_settings; true=purchase_store_refund,@AppleSupport @124423 New watch update this week yet this issue is still not resolved? Any updates on a fix?,purchase_store_refund,how_to_settings,0.4689,0.7552,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
169,intent_misclassification,predicted=how_to_settings; true=account_security,@AppleSupport how you gonna just not answer calls all day? Horrible service.,account_security,how_to_settings,0.2794,0.7708,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
170,over_escalation,escalated_when_auto_handle_expected,@AppleSupport Thank you. That's great. Is there anyway to check that the back up is still there? As whoever took my phone gained access to my email acct and removed my device from find my iPhone before I could erase my device. Or will the backup be safe?,how_to_settings,how_to_settings,0.3975,0.6979,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
171,intent_misclassification,predicted=how_to_settings; true=general_or_insufficient_context,@AppleSupport Thank you 😌,general_or_insufficient_context,how_to_settings,0.5934,0.7137,auto_handle,auto_handle,We would like to look into how we can assist. DM us the current iOS version you're using and which device.,1,1,1,5,2,Completely misses that the customer is thanking them for resolving the issue.
172,over_escalation,escalated_when_auto_handle_expected,@115858 hey that error with that “I” has to go. Please fix. Thank you! Long time customer 😎✊🏾,device_troubleshooting,device_troubleshooting,0.3083,0.8381,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
173,intent_misclassification,predicted=device_troubleshooting; true=software_update,@AppleSupport my iPhone 7 is messed up with the new iOS 11 upgrade you provided. Calls go to voicemail directly . Fix this ASAP 😡😡😡😡,software_update,device_troubleshooting,0.3064,0.7977,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
174,intent_misclassification,predicted=purchase_store_refund; true=general_or_insufficient_context,@AppleSupport Absolutely 👌,general_or_insufficient_context,purchase_store_refund,0.2897,0.7957,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
175,over_escalation,escalated_when_auto_handle_expected,"Dear @115858, before updating to iOS 11 I never ran out of battery on my iPhone, now after updating I run out of battery every other week.",battery_power,battery_power,0.4319,0.8235,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
176,intent_misclassification,predicted=device_troubleshooting; true=connectivity,@AppleSupport my phone is totally frozen. Won't respond to any touch. Can't locate the serial number to chat what do I do?,connectivity,device_troubleshooting,0.4836,0.8049,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
177,intent_misclassification,predicted=device_troubleshooting; true=apple_music_media,"Yo, @115858 what’s up with this update? Got my phone looking like it’s on android status!",apple_music_media,device_troubleshooting,0.5238,0.8193,auto_handle,auto_handle,Thanks for the details. We're here to help. What's happening specifically with your iPhone? Send us a DM and let us know.,4,5,5,5,5,Perfect alignment with historical response; good next step.
178,intent_misclassification,predicted=device_troubleshooting; true=general_or_insufficient_context,@AppleSupport I need your help,general_or_insufficient_context,device_troubleshooting,0.4253,0.6635,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
179,intent_misclassification,predicted=how_to_settings; true=purchase_store_refund,@AppleSupport iOS 11.03,purchase_store_refund,how_to_settings,0.4379,0.7507,escalate,escalate,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
180,intent_misclassification,predicted=battery_power; true=account_security,"Can’t wait to get an Android. Watching my iPhone battery life vanish by a percentage point every 15-30 seconds. Background refresh turned off. Data for almost all apps turned off. Great work, @115858. Nice “I” glitch, too, geniuses.",account_security,battery_power,0.672,0.7296,auto_handle,escalate,"Thanks for the details. We want to help you with your iPhone's battery life. DM us, and we'll look into this.",4,5,5,5,5,Empathetic response moving the issue to DM.
181,intent_misclassification,predicted=device_troubleshooting; true=general_or_insufficient_context,@AppleSupport dm sent,general_or_insufficient_context,device_troubleshooting,0.3265,0.7848,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
182,intent_misclassification,predicted=purchase_store_refund; true=device_troubleshooting,@AppleSupport It’s a safety concern and I need to be heard,device_troubleshooting,purchase_store_refund,0.4307,0.7738,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
183,intent_misclassification,predicted=device_troubleshooting; true=general_or_insufficient_context,@AppleSupport It's an iPhone 6S plus 64 gb,general_or_insufficient_context,device_troubleshooting,0.2827,0.8091,escalate,auto_handle,We'd like to take a closer look at this. Please contact Apple Support through the appropriate support channel so we can investigate further.,,,,,,
184,intent_misclassification,predicted=purchase_store_refund; true=software_update,@AppleSupport mean the i turns to A ?,software_update,purchase_store_refund,0.293,0.6089,escalate,auto_handle,This needs transaction-specific assistance. Please contact Apple Support through the appropriate support channel so the purchase or refund details can be reviewed securely.,,,,,,
