golden_id,customer_message,true_intent,predicted_intent,intent_confidence,retrieval_score,retrieved_customer_message,historical_brand_response,grounded_reply,predicted_action,expected_action,escalation_reason,intent_correct,action_correct
66,@AppleSupport i have the 6s plus and my battery is always going out sooo fast,apple_music_media,battery_power,0.4105,0.8667,@AppleSupport you guys have killed the battery life on my 6S Plus. Thanks .,@176842 Battery life is everything. Let's help! Which exact iOS version are you using? When did you first notice this battery issue?,Battery life is everything. Let's help! Which exact iOS version are you using? When did you first notice this battery issue?,escalate,auto_handle,low_intent_confidence,False,False
67,@AppleSupport - when does your Bluewater store re-open please?,app_service_issue,purchase_store_refund,0.4498,0.7513,@AppleSupport when is your shop opening In bluewater? been shut for months and waiting to get my phone fixed. The warranty is nearly out!,@458964 We have other service options available. Direct Message us and we'll help out. https://t.co/GDrqU22YpT,We have other service options available. Direct Message us and we'll help out. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
68,@AppleSupport Is this link relevant to iPhone X? @115858 New Zealand page has different prices and there is no mention of backside glass panel.,purchase_store_refund,purchase_store_refund,0.2853,0.6168,Thanks @115858 for using crap glass in your new iPhone ☓!! Back glass cracked in my back pocket after the first day! In my POCKET!! CHEAP!!,@427180 We want to help. DM us which country you're in and we'll look into this with you there. https://t.co/GDrqU22YpT,We want to help. DM us which country you're in and we'll look into this with you there. https://t.co/GDrqU22YpT,escalate,escalate,low_intent_confidence;sensitive_or_transaction_specific_intent,True,True
69,@AppleSupport Why can’t I️ see any emojis with the new update 🤬🤬🤬,account_security,device_troubleshooting,0.2706,0.9541,Why can’t I see the emojis after the update? @AppleSupport,@488717 Hey there! We'd like to lend a hand. Could you tell us which iPhone and iOS version you're using?,Hey there! We'd like to lend a hand. Could you tell us which iPhone and iOS version you're using?,escalate,escalate,low_intent_confidence,False,True
70,@AppleSupport 11.1,how_to_settings,software_update,0.7658,1.0,@AppleSupport 11.1,@440497 Can you let us know if you experienced the battery drain before updating to the beta release? Please DM us to continue. https://t.co/GDrqU22YpT,Can you let us know if you experienced the battery drain before updating to the beta release? Please DM us to continue. https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
71,@AppleSupport you asked me to send a DM. Don’t know what that is. Here’s a solid picture of what is happening https://t.co/7M9EQ02Jqo,general_or_insufficient_context,purchase_store_refund,0.2589,0.8575,@AppleSupport I sent a DM because it is still happening,None,None,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
72,@AppleSupport But i can take from Dubai ?,software_update,purchase_store_refund,0.2649,0.776,@AppleSupport For UAE residents please 😂,@258989 No problem. The regional phone number for the UAE is listed here: https://t.co/lbHjExVSqI,No problem. The regional phone number for the UAE is listed here: https://t.co/lbHjExVSqI,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
73,This just happened; simply snapped while I was unplugging it from my iPhone. A friend told me you could help? @AppleSupport @115858 https://t.co/yTw9mkSFMf,device_troubleshooting,purchase_store_refund,0.3523,0.7314,"@AppleSupport It finally snapped out of it. I tried everything for an hour and nothing, then snaps out of it on its own. I don’t know the problem here...",@516262 Thanks for keeping us updated. Have you deleted and re-downloaded the app at all?,Thanks for keeping us updated. Have you deleted and re-downloaded the app at all?,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
74,@AppleSupport If I️ wanna move app from one side to the other? When I️ drag them and finally drop the app where I️ want it goes back to where it was.,battery_power,apple_music_media,0.2257,0.7391,"@AppleSupport I can try to move an app to an existing folder, but it would just go back to the original spot it was in.",None,None,escalate,auto_handle,low_intent_confidence,False,False
75,I’m so sick of @115858 ever since the new iPhone came out mine has been acting up I can’t even update my fucking apps 😒😤,connectivity,software_update,0.3418,0.8893,@115858 I’m sick of my iPhone dying every two hours with this new iOS update 😒,@579887 Let's look at your battery together. Does your iPhone show the message identified in this article: https://t.co/KyywFa9iZ3,Let's look at your battery together. Does your iPhone show the message identified in this article: https://t.co/KyywFa9iZ3,escalate,auto_handle,low_intent_confidence,False,False
76,"@AppleSupport God I’ve been tweeting constantly as have others. I can DM but it’s just a shitty design for your new keyboard. I type letters as a,ways and the stupid numbers appear instead.",apple_music_media,device_troubleshooting,0.7123,0.7353,@115858 @AppleSupport fam.. y’all tweaking. I️ can’t type a tweet or a Dm with out that “ I️ “ stuff. Come on geee. Can I️ get some support?,@587532 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT,Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
77,"@AppleSupport Maybe for about 3 months, it used to be pretty far apart like hours apart now it feels like every 20 minutes or so. And i have an iPhone 7",app_service_issue,purchase_store_refund,0.3987,0.6015,My iPhone 7 has never lagged this much 🙄 thanks @AppleSupport ios11 blows,"@179616 We want your iPhone to run smoothly for you, and we'd love to help. Are you experiencing the lag with a particular app?","We want your iPhone to run smoothly for you, and we'd love to help. Are you experiencing the lag with a particular app?",escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
78,Ever since the update my phone freezes at least twice a day 🙃🙃 @115858,purchase_store_refund,device_troubleshooting,0.4845,0.8936,The amount of times that my phone freezes now. I have to downgrade the update @115858 . Y’all staying quiet about people’s issues with this 😒,@296930 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,escalate,escalate,low_intent_confidence,False,True
79,@AppleSupport No not using low power mode. Seeing many others having same problem as I am with slow glitchy phone. When will this update be fixed?,account_security,device_troubleshooting,0.2515,0.8067,@AppleSupport after this new update my phone is so slow &amp; is glitching.,@596532 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded? https://t.co/GDrqU22YpT,We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded? https://t.co/GDrqU22YpT,escalate,escalate,low_intent_confidence,False,True
80,Still having battery charge issues @115858 @AppleSupport #sodisappointed,how_to_settings,purchase_store_refund,0.6882,0.8207,Are we getting a fix or not for the battery issue @AppleSupport @115858,@609178 Let's take a look at your battery life together. Maybe we can find a resolution. Tell us the details in DM. We'll work there. https://t.co/GDrqU22YpT,Let's take a look at your battery life together. Maybe we can find a resolution. Tell us the details in DM. We'll work there. https://t.co/GDrqU22YpT,escalate,auto_handle,sensitive_or_transaction_specific_intent,False,False
81,@AppleSupport iOS 11.0.2,device_troubleshooting,software_update,0.9992,1.0,@AppleSupport ios 11.0.2,@177973 Let's move this to DM where we can dig in to the issue a bit more deeply. https://t.co/GDrqU22YpT,Let's move this to DM where we can dig in to the issue a bit more deeply. https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
82,"@AppleSupport Difficult to organise the photos by app wise like WhatsApp and Facebook etc,,,",general_or_insufficient_context,device_troubleshooting,0.3433,0.8117,@AppleSupport My photos,"@446385 Have you tried restarting the device? If not, go ahead and try that. If the issue persists, send us a DM. https://t.co/GDrqU22YpT","Have you tried restarting the device? If not, go ahead and try that. If the issue persists, send us a DM. https://t.co/GDrqU22YpT",escalate,auto_handle,low_intent_confidence,False,False
83,@AppleSupport Up to date https://t.co/xPAT6FApBS,software_update,device_troubleshooting,0.3373,0.9355,@AppleSupport Most recent https://t.co/EvFNe8rW62,"@203046 So that we can avoid having you repeat anything, have you completed any troubleshooting steps on your own so far?","So that we can avoid having you repeat anything, have you completed any troubleshooting steps on your own so far?",escalate,auto_handle,low_intent_confidence,False,False
84,@AppleSupport New bug? “it” gets autocorrected to “I.T”. Or is it just me? #iOS11,battery_power,device_troubleshooting,0.321,0.859,"@AppleSupport After the iOS 11 update why does I autocorrect to the I️? I thought it was just me, but I’m seeing more people with it",@485877 Thanks for reaching out. Try following the steps in this link to get things working smoothly again: https://t.co/sDSg93LaFu,Thanks for reaching out. Try following the steps in this link to get things working smoothly again: https://t.co/sDSg93LaFu,escalate,auto_handle,low_intent_confidence,False,False
85,@AppleSupport Do you know why I am unable to see the software on iPhone 8plus? I have my old phone 6s on 11.0.2 and I can’t use my backup https://t.co/wFY6NUTxQU,connectivity,software_update,0.325,0.7137,@AppleSupport just bought the iPhone 8 plus but I can’t access my backup because it’s out of date. Please help https://t.co/xacZpyEORE,"@613197 We can help with your new iPhone. Try connecting to a different Wi-Fi network, and DM us if this continues. https://t.co/GDrqU22YpT","We can help with your new iPhone. Try connecting to a different Wi-Fi network, and DM us if this continues. https://t.co/GDrqU22YpT",escalate,auto_handle,low_intent_confidence,False,False
86,Can we get some help with this? @AppleSupport @115858 i can’t type a capital i https://t.co/CC6wu0XkVv,apple_music_media,device_troubleshooting,0.2855,0.8984,@AppleSupport why can’t i type a capital i ?!! Need answers,@479439 Help is on the way. Send us a DM to get started. https://t.co/GDrqU22YpT,Help is on the way. Send us a DM to get started. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence,False,False
87,"@AppleSupport Hello , I've got this problem , what should I do? , I couldn't stop finding my iPhone https://t.co/m2PrnX9F9c",app_service_issue,device_troubleshooting,0.2686,0.7566,"@AppleSupport I’ve lost my iPhone, so no other connection. Hence wanting to find my iPhone . ;)",@684213 Is there another Wi-Fi network that you can connect to? This will help us isolate the issue further.,Is there another Wi-Fi network that you can connect to? This will help us isolate the issue further.,escalate,auto_handle,low_intent_confidence,False,False
88,@AppleSupport why can’t I️ use I️?!? https://t.co/DrohhYBMSH,purchase_store_refund,device_troubleshooting,0.2948,0.8845,@AppleSupport why can’t I use the letter i ???,@519347 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,escalate,escalate,low_intent_confidence,False,True
89,My phone really fucking up😡😡😡😡😡😡😡 hanging up in the middle of my ft calls WTF @AppleSupport,account_security,device_troubleshooting,0.5051,0.7632,@AppleSupport why is my phone hanging up when i call someone 😂,None,None,escalate,escalate,low_intent_confidence,False,True
90,Yo this update ruined my phone... @115858,how_to_settings,device_troubleshooting,0.3215,0.9435,@115858 this update has ruined my phone 😠,@565308 We'd like to help! Send us a DM with the country that you are located in and we will continue from there. https://t.co/GDrqU22YpT,We'd like to help! Send us a DM with the country that you are located in and we will continue from there. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence,False,False
91,I️ wanna know why my phone has question marks replacing my I’s...? @AppleSupport,software_update,device_troubleshooting,0.4019,0.8545,@115858 WHY IS THERE A BUG IN MY PHONE THAT IS CHANGING MY I’S TO QUESTION MARKS,"@175047 Hey, we can look into what's going on. DM us the iOS version of your iPhone and we'll go from there. https://t.co/GDrqU22YpT","Hey, we can look into what's going on. DM us the iOS version of your iPhone and we'll go from there. https://t.co/GDrqU22YpT",escalate,auto_handle,low_intent_confidence,False,False
92,@296627 @115858 Yup! My phone used to last all day now I charge it about 3 times.,device_troubleshooting,purchase_store_refund,0.7496,0.8564,@115858 #2: I love that I have to charge my phone several times a day now,"@559696 We want to make sure we get you on the path to resolution. To continue, please send us a Direct Message here: https://t.co/GDrqU22YpT","We want to make sure we get you on the path to resolution. To continue, please send us a Direct Message here: https://t.co/GDrqU22YpT",escalate,auto_handle,sensitive_or_transaction_specific_intent,False,False
93,@AppleSupport It happened outside as well. It seems to be happening a lot and only since the iOS update.,battery_power,software_update,0.8099,0.8802,@AppleSupport I’m using iOS 11.0.1 it’s been happening a lot this week and it happens in many places not just one specific location,"@371759 Alright. We’ve released iOS version 11.0.3. Let’s make sure you have a backup, then update your iPhone: https://t.co/80YRnjDFDk","Alright. We’ve released iOS version 11.0.3. Let’s make sure you have a backup, then update your iPhone: https://t.co/80YRnjDFDk",auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
94,@AppleSupport When I’m on him screen an nothin is being used I still just adjust he headphones volume.,connectivity,device_troubleshooting,0.7279,0.6712,@AppleSupport It doesn’t adjust the volume. I have to change it in sounds.,"@160258 Do you notice this while on a call or while using a particular app? Also, what is the exact iOS version you're using?","Do you notice this while on a call or while using a particular app? Also, what is the exact iOS version you're using?",auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
95,@AppleSupport I have wifi,apple_music_media,connectivity,0.9238,0.9647,@AppleSupport WiFi,@155649 Have you tried internet recovery via Ethernet? DM us with details here: https://t.co/GDrqU22YpT,Have you tried internet recovery via Ethernet? DM us with details here: https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
96,@AppleSupport @424988 I also have iPhone 7 and the app is still down. 😟,app_service_issue,device_troubleshooting,0.3969,0.7832,@379507 @AppleSupport Same issue here. iPhone 7+,@379509 We'd love to look into these concerns you have with the Maps app. What's the iOS version installed on your device? Send us a DM. https://t.co/GDrqU22YpT,We'd love to look into these concerns you have with the Maps app. What's the iOS version installed on your device? Send us a DM. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence,False,False
97,@AppleSupport I cannot change my Apple ID as the verification code is being sent to a closed email address. Help!,purchase_store_refund,account_security,0.845,0.8485,@AppleSupport Created a Apple ID but the email address is wrong so no verification email. Can you amend or do I just start again ?,@544940 Apple ID's are important and allows you to use many features. Let's work together to find a solution. DM us here. https://t.co/GDrqU22YpT,Apple ID's are important and allows you to use many features. Let's work together to find a solution. DM us here. https://t.co/GDrqU22YpT,escalate,escalate,sensitive_or_transaction_specific_intent,False,True
98,@AppleSupport iOS 11.0.3,account_security,software_update,0.9992,1.0,@AppleSupport iOS 11.0.3,None,None,auto_handle,escalate,sufficient_intent_and_historical_evidence,False,False
99,@AppleSupport i always used control center. i don’t have a need to use bluetooth connectivity so it’s disheartening when i find it on and using battery needlessly. i’ll try going to settings to see if that will fix the repetitive issue.,how_to_settings,how_to_settings,0.4431,0.698,@AppleSupport Why if I turn off Bluetooth from control center it doesn’t actually turn off Bluetooth. That’s dumb and killing my battery. Fix it now 😡😡,@520033 We're here to help. You move the cursor the same as before. The keyboard is still the same. https://t.co/L2Qp1hJ1RT,We're here to help. You move the cursor the same as before. The keyboard is still the same. https://t.co/L2Qp1hJ1RT,escalate,auto_handle,low_intent_confidence,True,False
100,@AppleSupport @115858 are you guys waiting to reply until my warranty expires? #whatsup #iphonex #iPhone8 #iPhone #iphone7 #apple,general_or_insufficient_context,purchase_store_refund,0.7252,0.7517,@115858 @AppleSupport #iPhoneX im moving to anther competitor of yours because you have canceled my preorder,@444794 We'd like to look into your options. Please let us know in DM which country you're located in. https://t.co/GDrqU22YpT,We'd like to look into your options. Please let us know in DM which country you're located in. https://t.co/GDrqU22YpT,escalate,auto_handle,sensitive_or_transaction_specific_intent,False,False
101,@AppleSupport Thanks!,device_troubleshooting,device_troubleshooting,0.2427,1.0,@AppleSupport Thanks!,None,None,escalate,auto_handle,low_intent_confidence,True,False
102,@AppleSupport Its not a battery issue you allways make this changes on the updates to disturbe the oldes phones and make us tu buy new one 🤨,software_update,purchase_store_refund,0.6849,0.8323,@AppleSupport Any chance of sorting the battery issue out in the next update? I know you want us to buy the new phones but come on 😒 https://t.co/4Fe3w6pWjX,"@728193 We want you to enjoy your current iPhone and we'd like to help. To start, please DM us with the country where you're located and the model of iPhone you're using. We look forward to working with you. https://t.co/GDrqU22YpT","We want you to enjoy your current iPhone and we'd like to help. To start, please DM us with the country where you're located and the model of iPhone you're using. We look forward to working with you. https://t.co/GDrqU22YpT",escalate,auto_handle,sensitive_or_transaction_specific_intent,False,False
103,"@AppleSupport Hi, so I had 6k+ pictures got deleted. Yes there's 230 in the recently deleted but those are the only ones remained. https://t.co/RfjENfG2zj",battery_power,device_troubleshooting,0.2965,0.6929,All of my pictures magically got deleted somehow. @AppleSupport??? What the shit? I go from 3K to 600 fuck is up?,@127607 What happened before they were deleted? Are you able to see those photos at https://t.co/tmRhWEkIq4 if you log in there?,What happened before they were deleted? Are you able to see those photos at https://t.co/tmRhWEkIq4 if you log in there?,escalate,auto_handle,low_intent_confidence,False,False
104,@AppleSupport Still doesn’t work,connectivity,app_service_issue,0.7549,1.0,@AppleSupport still doesn’t work,@117878 We recently released iOS 11.1.1. We'd recommend backing up your device and updating the system as outlined here: https://t.co/80YRnjDFDk,We recently released iOS 11.1.1. We'd recommend backing up your device and updating the system as outlined here: https://t.co/80YRnjDFDk,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
105,@AppleSupport Thank you for your response! Please see your DMs.,general_or_insufficient_context,purchase_store_refund,0.2575,0.9121,@AppleSupport hi reply to your dms thanks,@338601 We've received your DM and will continue to work with you there.,We've received your DM and will continue to work with you there.,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
106,@118936 @AppleSupport CAN YAL PLEASE FIX THIS SHIT I️ &lt;— PLEASE 😒😒😒😒,apple_music_media,device_troubleshooting,0.2844,0.867,@337315 @AppleSupport Same soo annoying x,"@337314 We’d love to help. To start, send us a DM with more details on the behavior you’re experiencing. https://t.co/GDrqU22YpT","We’d love to help. To start, send us a DM with more details on the behavior you’re experiencing. https://t.co/GDrqU22YpT",escalate,auto_handle,low_intent_confidence,False,False
107,@AppleSupport Done,app_service_issue,device_troubleshooting,0.2765,1.0,@AppleSupport Done,None,None,escalate,auto_handle,low_intent_confidence,False,False
108,I hope @115858 honors my earphones warranty. My left earphone is malfunctioning,purchase_store_refund,purchase_store_refund,0.6409,0.7255,"Hi @115858, I was wondering how I get my faulty earphones replaced and if they’re covered under the warranty?🎧🤔@AppleSupport","@548752 We'll be happy to check out the options with you. To get started, DM us the country you're located in. We'll meet you there. https://t.co/GDrqU22YpT","We'll be happy to check out the options with you. To get started, DM us the country you're located in. We'll meet you there. https://t.co/GDrqU22YpT",escalate,escalate,sensitive_or_transaction_specific_intent,True,True
109,@AppleSupport Done 👍🏼,account_security,device_troubleshooting,0.2765,1.0,@AppleSupport Done 👌🏻,@462337 We're here to help. You can find more information on Siri and its features here: https://t.co/7mwdoAblwV,We're here to help. You can find more information on Siri and its features here: https://t.co/7mwdoAblwV,escalate,escalate,low_intent_confidence,False,True
110,@AppleSupport So why is my phone doing this,general_or_insufficient_context,device_troubleshooting,0.3724,0.9645,@AppleSupport why my phone doing this????,"@119463 We’d love to help. To start, please send us a DM letting us your iPhone model. https://t.co/GDrqU22YpT","We’d love to help. To start, please send us a DM letting us your iPhone model. https://t.co/GDrqU22YpT",escalate,auto_handle,low_intent_confidence,False,False
111,@AppleSupport I am on an iPhone 7 as well,device_troubleshooting,purchase_store_refund,0.3818,0.9644,@AppleSupport I’m using iPhone 7,@557369 Thank you. Please take a look at this article to check your notification settings: https://t.co/2txgOv5s2M DM with questions. https://t.co/GDrqU22YpT,Thank you. Please take a look at this article to check your notification settings: https://t.co/2txgOv5s2M DM with questions. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
112,@AppleSupport Thank you!,software_update,device_troubleshooting,0.2709,1.0,@AppleSupport Thank you !,None,None,escalate,auto_handle,low_intent_confidence,False,False
113,"@AppleSupport so my iPhone wont connect to iTunes on my laptop, what should I do ?",battery_power,apple_music_media,0.833,0.8951,@AppleSupport my iPhone doesn't connect to my iTunes on my PC,"@754117 You're in the right place for help. To ensure we walk through the right steps, have you noticed if the PC recognizes the iPhone?","You're in the right place for help. To ensure we walk through the right steps, have you noticed if the PC recognizes the iPhone?",auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
114,"The least you can do is give us a new update to get rid of these boxes, or a new phone will do @AppleSupport",connectivity,purchase_store_refund,0.2992,0.8614,My phone updated and I️ still have these damn boxes! @115858 @AppleSupport FIX IT NOW!!!,@591953 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
115,@AppleSupport I’m just trying to update twitter and the App Store is asking me to do this so I enter my CVV and it get’s declined https://t.co/fXW4XM1tre,apple_music_media,purchase_store_refund,0.2552,0.669,@AppleSupport Then why when I try to update iOS and twitter do I receive a message saying that there’s a problem with my payment?,"@394318 That would mean there is some kind of issue with the payment details you have saved to the account. If it doesn't give a Verify Payment button go to Settings &gt; iTunes &amp; App Store &gt; tap your Apple ID &gt; View Apple ID &gt; Payment Information, in there fix anything in red.","That would mean there is some kind of issue with the payment details you have saved to the account. If it doesn't give a Verify Payment button go to Settings &gt; iTunes &amp; App Store &gt; tap your Apple ID &gt; View Apple ID &gt; Payment Information, in there fix anything in red.",escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
116,@AppleSupport why does my IPhone 7+ keep draining out fast ever since the iOS 11 update came out???,app_service_issue,software_update,0.9131,0.9189,"@AppleSupport iPhone 7 Plus, less than a day, drains so fast than earlier, kind of after the iOS11 update.",@443190 Have you been able to implement the battery tips here: https://t.co/bivpdfBNJ6,Have you been able to implement the battery tips here: https://t.co/bivpdfBNJ6,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
117,"@115858, the “i” problem is... sorta fixed...? https://t.co/4lMkNxJ0yh",purchase_store_refund,device_troubleshooting,0.4372,0.8827,@115858 needs to fix this “i️” problem IMMEDIATELY https://t.co/WBA62kvKi7,@498960 We're here to help. DM us what iOS version you're on. https://t.co/GDrqU22YpT,We're here to help. DM us what iOS version you're on. https://t.co/GDrqU22YpT,escalate,escalate,low_intent_confidence,False,True
118,@AppleSupport It happen atleast twice in a week since the phone is 2weeks old. Currently am using ios 11.0.3. And also device is getting heat to core.,general_or_insufficient_context,software_update,0.7678,0.7706,"@AppleSupport Thank you for replying! It started when I updated iOS from 10.3.3 to 11.1. Updating it to 11.1.1 did not solve the problem. Besides, I also noticed that my iPhone SE was very hot when I updated it to 11.1. It happened again while updating to 11.1.1. Never had happened before.",@664868 DM us the country you're currently located here: https://t.co/GDrqU22YpT,DM us the country you're currently located here: https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
119,"@AppleSupport iOS 11.2 supposedly adds Apple Pay to iMessage, can not seem to figure out how to enable it for the life of me. Halp! #iOS112 #ApplePay #iMessage",account_security,how_to_settings,0.6848,0.8096,@AppleSupport when is Apple Pay going to be activated for iMessage? I don’t see it under iMessage settings.,@453704 It will be coming this fall. Keep an eye out here for updated information: https://t.co/uHrOd2X7XG,It will be coming this fall. Keep an eye out here for updated information: https://t.co/uHrOd2X7XG,auto_handle,escalate,sufficient_intent_and_historical_evidence,False,False
120,@AppleSupport Yesterday or day before.,how_to_settings,purchase_store_refund,0.4058,0.9213,@AppleSupport Yesterday in the morning.,@658417 Let's get a closer look. Please DM us. https://t.co/GDrqU22YpT,Let's get a closer look. Please DM us. https://t.co/GDrqU22YpT,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
121,@115858 why does my iPhone 7 Plus keep getting stuck in landscape after using YouTube? New since 11 update. https://t.co/G6htQNXSYM,device_troubleshooting,device_troubleshooting,0.6896,0.7201,@AppleSupport I see this white bar every time I switch from landscape mode to portrait on #YouTube app on my iPhone 7 Plus. Is this normal? https://t.co/UoXMIBPggk,@259362 We want to help. Send us a DM letting us know if you are updated to iOS 11.0.3. https://t.co/GDrqU22YpT,We want to help. Send us a DM letting us know if you are updated to iOS 11.0.3. https://t.co/GDrqU22YpT,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,True,True
122,this update has me messed up @115858 why is my “I️” turned into A with a box🙄,software_update,device_troubleshooting,0.2947,0.8332,@115858 when is the update coming so my “I” stops turning into an “A?”???,@632745 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ,escalate,auto_handle,low_intent_confidence,False,False
123,@AppleSupport 11.03 and still my own ringtones will not work 😱😭,battery_power,app_service_issue,0.2769,0.8841,@applesupport still can't get my 7 to use my ringtones...,@567878 We're here to help out. Did you recently get a new iPhone 7 or change devices?,We're here to help out. Did you recently get a new iPhone 7 or change devices?,escalate,auto_handle,low_intent_confidence,False,False
124,@AppleSupport since the release of iOS 11 my iPhone 5s battery drains alot. In the morning it is 100% but when i get out of school its 3%,connectivity,software_update,0.5663,0.8237,"iOS 11 is draining the battery of my iPhone 6s Plus, it goes from 100% to 40% in two hours and a half, any advice @AppleSupport ?",@330311 We're sorry you are having this experience. Can you tell us which version of iOS 11 you are currently using please?,We're sorry you are having this experience. Can you tell us which version of iOS 11 you are currently using please?,escalate,auto_handle,low_intent_confidence,False,False
125,@498613 @AppleSupport I don’t think it worked for me 🤔,apple_music_media,purchase_store_refund,0.2999,0.9439,@AppleSupport @485192 Didn’t work for me 🤷🏽‍♀️,@485193 We've received your DM. We look forward to working with you.,We've received your DM. We look forward to working with you.,escalate,auto_handle,low_intent_confidence;sensitive_or_transaction_specific_intent,False,False
126,@AppleSupport That’s not the issue. The app is find. Just double showing in location settings as per my last screenshot.,app_service_issue,how_to_settings,0.5792,0.76,@AppleSupport Btw it doesn’t state how the location is found there!,None,None,escalate,auto_handle,low_intent_confidence,False,False
127,"@AppleSupport Hi, my friend bought iphone x from italian apple site and now he need an invoice (he has a Vat italian code) instead of a simple receipt. Is it possible to request? How? Thanks for your reply!",purchase_store_refund,purchase_store_refund,0.6811,0.636,@AppleSupport Hi How can i get help from Apple France for my ipad invoice? Thanks !,"@456282 Thanks for reaching out! For help with this issue, reach out to our Online Store Advisors here: https://t.co/8yjRd1Xo0i","Thanks for reaching out! For help with this issue, reach out to our Online Store Advisors here: https://t.co/8yjRd1Xo0i",escalate,escalate,sensitive_or_transaction_specific_intent,True,True
128,Can someone at @AppleSupport explain why this WiFi/Bluetooth glitch is still happening almost 3 weeks later?! So amateur 🤦🏻‍♂️,account_security,connectivity,0.8235,0.7197,@AppleSupport some glitches with this latest update 😩 “Bluetooth is already on” is one of them,@446430 Let's work on this Bluetooth issue. Does this happen when you try to turn on Bluetooth from the Control center or Settings?,Let's work on this Bluetooth issue. Does this happen when you try to turn on Bluetooth from the Control center or Settings?,auto_handle,escalate,sufficient_intent_and_historical_evidence,False,False
129,"@115858 iphone 📱 is not as before. Not reliable as before and not as good. Freezes, WiFi and Bluetooth on randomly. WTF total BS",how_to_settings,connectivity,0.8342,0.8187,@115858 I’ve never had any problems with my iPhone until I did the latest updates... y tho??,@174963 Let's look into this for you. What kind of issues are you experiencing? Let us know in DM. https://t.co/GDrqU2kzhr,Let's look into this for you. What kind of issues are you experiencing? Let us know in DM. https://t.co/GDrqU2kzhr,auto_handle,auto_handle,sufficient_intent_and_historical_evidence,False,True
130,@AppleSupport I did it! Did it work?? 🙈🙈,general_or_insufficient_context,device_troubleshooting,0.3138,0.9114,@AppleSupport It didn’t work!! 😞,None,None,escalate,auto_handle,low_intent_confidence,False,False
131,@115858 when tf you gonna fix this shit I️,device_troubleshooting,device_troubleshooting,0.3074,0.9128,@115858 when tf are you gonna fix this I️ problem?!,@629744 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,escalate,auto_handle,low_intent_confidence,True,False
